Name,(R)-Lactate,Fumarate,L-Valine,Isoleucine,Isoleucine,Lysine,Glutamate,Glycerone phosphate,Arginine,myo-Inositol,Mannitol,3-Phosho-D-glycerate,D-glucose 6-phosphate,Inosine,N-Acetylneuraminate,AMP
010-21146,162146474,10707456,13600972,8195995,25007685,4691172,50375417,2445229,3332762,8020953,14987924,15952108,2619991,2541639,93082757,5617835
010-21187,139483817,11541959,13014552,7911735,24626561,5908292,49233193,925789,2854090,6049900,14459609,8691105,2821905,2375518,71275333,4609010
010-21193,139588325,11798447,15424658,10079317,29523727,5775764,54675847,1211817,4153416,6045847,14813883,3391148,1581463,2096289,87994386,2695574
010-21196,193771388,15155491,14315367,8427351,27042734,11537857,55473172,1147216,5305406,6958416,20318352,1338743,3573862,2542479,56166291,2449293
010-21197,214606532,17916603,25639053,15217987,48255601,18728806,80512433,9040241,10631160,15738839,17025361,14727633,7878200,3565317,168052187,7913935
010-21198,189878224,12823884,22978067,14656958,43618272,13339260,57812075,3770594,5513671,7585045,15522710,16651460,7046252,3196141,102571042,6556747
010-21218,224032935,17350708,22773071,13446817,43408648,12647721,67436430,5026688,8258221,13887474,22847873,8168847,2866468,3375095,111786208,3384254
010-21227,198616728,12160625,20252391,12478863,35251827,18478952,63705485,1390519,6205566,10969552,22135098,9449395,2410234,2520408,82135300,3549163
010-21262,135225407,13272704,18499645,9957446,33363353,14605220,51703248,1437729,6703820,7804549,15240734,7682521,3090532,2661589,126236633,3211507
010-21263,261091530,15605701,29057658,17561002,53678397,9660018,65930084,6408325,6924141,15223166,16929367,20867881,5968064,3127173,116535354,8505413
010-21266,120113849,14359943,16730839,8648247,28592784,10838394,58540605,514398,5389965,11229439,15010384,2415970,4990975,3098161,94474657,2861760
010-21287,157836203,18544661,27018846,14815192,48691956,20084532,81044180,11068197,8509710,13119729,14411330,5753282,8893278,3334027,98761971,8846856
010-21341,184155325,11626814,18255461,10958547,33367558,5591819,61588684,1932769,4315457,7743532,18888433,13410798,3645385,3299321,64653889,4777294
010-21458,110839881,12221230,17529629,10414468,31054367,6519735,65813778,2392912,3061228,9017503,12248740,2488470,5624667,2326605,109983323,4023739
010-21478,198943308,13598780,20098595,12034253,39092022,3808968,63272344,5704715,5327725,10701601,12863622,15280281,5330629,3220513,109869911,10059972
010-21508,148442869,16246847,29155817,16171856,51741836,16806525,69613453,11262270,8701196,13539958,13091870,11104936,11489014,2783772,221163179,9077455
010-21520,226625934,19563682,27481777,14907432,46409441,16814821,83988825,8174998,7504189,12598208,16139543,14918349,10742914,4766484,107426169,9256233
010-21595,238098607,15215288,22965156,13828220,43515943,7584471,69704596,1222377,7220272,11024538,16634854,6751387,1447708,1982445,109871331,1509646
010-21626,195334702,16971490,24148045,14305501,45851125,6437346,69753135,2707379,6419097,13991025,18512074,12221922,2303955,2862059,99969155,2634602
010-21640,197518377,11915496,18914709,10222127,33235198,3441436,58818925,6276510,5043498,12466223,14150856,19201678,7032010,3045890,108291858,12114872
010-21645,186671826,16945653,26553496,12703598,43801133,31483727,71355576,6112745,8457165,11708257,19393300,5894382,9094787,1938794,89819714,6880694
010-21646,144999402,15356500,17101884,8691686,30242939,11168117,63969342,1187824,6893461,10887832,14522353,6655430,7060692,3444387,82765671,4873771
010-21650,125001430,12492351,15876205,9922883,28755760,11019235,73624088,1922870,5642078,7042778,13057542,5330565,2461835,2287235,89494124,4315808
010-21700,166062176,15870127,20602768,11809100,38676535,10543131,60146174,1405659,7055966,12155043,19621324,9573509,3237141,2903937,102853820,3424197
010-21718,251199210,13468282,22661817,12657849,42637193,10586508,72229662,3401117,8351481,10831617,13673595,12259002,4956055,2736595,103391778,5479472
010-21721,276513299,20688816,30669333,17948506,59157962,17432478,83025088,11645360,9240013,13731755,20916117,24553330,9836101,3120766,89175271,14601561
010-21728,187651606,11707857,18414356,10971496,35854379,4824001,56967992,1188212,3885132,9537824,14272550,11488086,3108719,3190248,92600127,5598330
010-21741,93332976,10953342,9008974,4084233,13455728,5546007,52131681,1566110,3555624,4155952,11094593,613452,1538983,1030481,45257392,1451170
010-21780,115884442,13653166,13752050,8582832,21698461,8650598,49494465,893945,4193722,8476025,22710405,1742722,2717525,2316493,82687225,1472297
010-21784,235965165,15230726,20460866,12056696,37919169,8806346,60791301,3550178,6054713,12151756,15260238,8740498,3444765,3153665,95257974,5205977
010-21873,178117639,13497398,20524140,12940508,39304620,14180813,68736580,5493737,7644161,10702710,15719352,3738265,5100984,1890904,105975658,3964297
010-21893,208745623,14774997,19463819,10586298,32343433,13414457,66298149,9982678,6215556,7784556,8595629,12943219,8709206,2436955,99989747,9915026
010-21926,225372954,14851205,31920826,19181417,61025383,19709719,86131252,4302324,10916689,15761563,26911029,11305983,2711932,3113385,139016245,4712233
010-21956,177716957,11143523,16068195,9983042,30825781,11407466,66120564,2223684,5481515,10722750,12066016,9590180,3385047,2818940,77535116,4690751
010-21960,169457188,14967842,20784312,11175750,32510885,15981578,70179970,1240272,6163409,11744662,28980813,5885751,6121795,2869015,106330642,3578462
010-21961,194162783,16664209,26076083,15780783,46265784,15331836,61754484,4249211,7986637,18507096,17522545,11436187,10633689,3925095,134244656,6645707
010-21962,246371269,19202116,28608469,16616411,52210720,18832316,69419402,3010955,8862156,17270452,28298200,20913807,7388659,3184684,102326471,6900300
010-21980,244185806,14621276,28533922,15424880,54279335,16273048,73174313,10780144,9224367,12351109,15966311,34117498,6195259,3596933,106821611,13834952
010-21996,114973461,8332504,14579950,8136842,25670896,3411375,41451269,1912314,2582841,7439802,12928206,8438084,3898086,2804447,87081860,4631917
010-22015,258727403,17677578,29212806,17991888,55935239,13958741,75786941,6369796,8203116,13326404,26122570,17426545,6593951,3139807,72725985,9735846
010-22036,273636182,17189445,30950166,16238925,57578028,5759480,69016942,1529124,4578730,17656173,28445669,9060234,3255814,4447637,104864564,4565003
010-22038,377138856,19870711,31998686,18751382,59589802,15379360,78138191,6038487,9642260,15181001,22443259,17425240,4602851,3444358,94776333,7771487
010-22048,308466185,13340237,26776819,17452790,53490109,7850517,71405783,4462826,6268826,11088695,20456340,18263763,4427791,4799132,135754132,8681201
010-22071,123873306,12022559,14737158,8809306,25297696,5353631,51397677,2061267,3216166,7021780,12424549,14442439,3751181,2048632,76694714,4330880
010-22081,161455898,13351967,18704283,10125721,32642265,13296938,66926263,2516731,8554035,15243882,10558374,3555307,3349388,2994995,142982671,2467888
010-22088,195082807,15556692,28017818,14496201,48489846,15773457,66727161,4020784,8642575,15734101,23970974,17206423,3438981,3519849,130477871,5153703
010-22113,276652313,17824640,26190399,14394248,50528776,7823362,73093215,4563792,5818722,15883554,21739065,29576102,5740236,4754473,123892777,10279840
010-22121,167441548,14125071,17434551,8883858,30666214,11488500,83816391,873527,8830965,7966700,10153933,1805665,1119437,1889947,82831153,898231
010-22158,236739932,16938066,24694083,12136727,45834242,13274172,72507536,7147952,9584467,11150209,12667926,11443993,7118552,3458316,122570925,7967265
010-30027,114456954,11014199,11220247,6149459,19766253,6558442,52455674,1043499,3943338,8171135,11779844,4177545,5960332,3154582,77513028,3574718
010-30046,72970087,10904830,11318707,5977029,19861447,6942747,44016635,2170761,3357938,5773752,11849608,8487631,2954485,2986265,70224497,5165835
010-30131,153537233,13407410,15336413,9053235,29491157,8421365,62390178,1981216,5860946,6291494,11118470,7958924,3905368,3110934,83905676,4989483
010-30270,198211823,10272172,14823792,8955369,26427317,4029893,77202462,709669,2927170,7734164,12983452,4157091,1225695,2734330,58156295,2279857
010-30275,93475278,10920445,10315206,5956814,17847046,6177040,49866453,4418790,3749226,6865890,10008053,7331704,7137592,2486197,69874230,7227285
010-30288,300599880,15969010,30310525,17989935,58680869,19022416,67923858,3531699,10704346,12244710,19806512,12720359,7302039,3492371,182719263,6350669
010-30303,161362968,12660401,15049728,7949116,24765246,5355765,54838722,960092,6030095,10807685,12920287,10478189,1601108,2668902,134332193,2143484
010-30312,250820219,18628378,27833812,15297024,48918754,13633441,70454081,2814994,7623435,15289373,13652477,7825482,3332057,3880082,115242480,2769795
010-30315,253975855,14979802,20186875,9805859,36047915,13614009,59679457,1869726,7276456,13187496,15750085,5045528,5567443,4245427,86305029,3911963
010-30333,167762937,16059492,13200228,7685353,21965303,8497196,56879845,186804,4530238,9943730,17190064,1799212,3543092,2966854,83822774,1739882
010-30352,217791874,16485643,19928753,11361292,35236942,19659342,64805849,398427,6243942,12485181,22731254,2104233,4663332,2991610,68557297,2930406
010-30362,156530678,9752068,17181568,9938148,30101687,6143805,48857972,2981624,5222140,8836595,17809054,12171002,899924,2913412,141430744,2624440
010-30371,264794189,19587578,23959202,12992568,43196419,11407586,81905787,1178846,6602982,14052032,18304066,3503023,1669382,3084771,138378440,1688593
010-30374,224266345,16500751,22815529,12851515,38238532,14949434,71903332,9455350,7748790,15409066,24805684,27687106,11531305,3910240,164341302,17246468
020-00038,230109871,12880430,22437724,11166364,40124751,4144020,63847074,767434,3974533,12994716,16678821,2503134,1797299,4067711,86755413,1903553
020-00047,128393509,10641838,17207273,9556602,29188128,12420504,61365948,4336082,4641734,8585336,8605571,9270952,7896661,2764420,96124276,9665116
020-04144,253132383,15724953,30271802,18484624,58036037,13824217,80408856,4271353,8378447,15306894,15151020,21262766,4705485,4445888,164461214,6780081
020-04159,155857454,17622246,16749497,9401163,28996968,11657566,67212452,4208581,6119325,8905952,10326092,3068894,7541837,2355937,84735599,4197045
020-04161,152073282,11344666,20618978,12148716,37998398,7441690,69240567,3677632,5509913,9134169,9343322,6178988,3282696,2452595,114420411,5868494
020-04169,275205875,17515971,30561006,17546160,56084900,18422888,69303984,4866488,8822504,15841000,21039774,14006567,7228365,4709122,95159892,5758689
020-04177,219337297,19927443,27748189,15046805,50622610,15520054,76295951,9793740,8898017,15993676,22723684,24174851,6853775,3537758,129377020,8399883
020-04239,152181712,10896672,18687034,10790730,35591420,11421008,56815717,1416971,5748564,9594660,8772051,5477199,4229601,2955002,73971624,4197615
020-04271,223629220,16639493,22090854,12479552,39126537,15373708,74045226,7096110,8307856,11980697,17210750,14816086,4278534,3194816,117110960,6834710
020-04299,137403652,15938294,21193831,11581951,37711376,20709858,62875497,8560033,6199656,10424357,19204606,5586209,10421839,2456983,73392205,9389038
020-04307,226634142,15071497,27927787,16388949,52643855,15544813,75957642,13453781,10042510,13937168,15775514,15833803,8001497,3117936,83126914,12180287
020-04313,136461701,9127334,16740380,9512044,30936172,3608918,65964414,5170343,5830135,8564726,5918551,14346149,3865312,2599353,94391223,9196672
020-04319,157289107,12727915,15620659,9154006,26658720,10524242,54607515,2047663,6612746,14074877,8818447,2836594,2959903,2752918,89743681,2056110
020-06006-02,185311507,15599225,23310689,11899102,39353421,14580330,66766394,726799,7379848,10618987,11415603,5903886,2794940,2844062,117734817,1797839
020-06012-02,120167489,14418820,19190584,9667299,32638736,14938512,55008524,3738014,7536193,12078043,13207221,8587824,3045884,3922941,126330283,2502361
020-08016-02,158141019,16645075,22970710,12005327,39457545,14617168,57947016,3963765,8195434,11755572,11469242,3101396,5671197,3389294,96744179,3805924
020-08024-02,108820127,10322277,17162413,9635529,31863603,13130800,50675464,5804846,7230309,8925936,11151640,9733178,5574853,3337856,104674593,7142038
020-08034-02,103133931,9699749,12683307,7171342,23028903,12045788,57953904,6043168,4046256,7582499,9491862,4131418,4067476,2840213,74595100,6951448
020-08036,141028839,10618681,14915799,8328408,26214893,6085794,62403522,3965045,4499786,7946885,12108394,4037333,3327973,2495922,101144600,3625791
020-08043,240281100,13758049,25604480,13971401,45141748,15775293,64175258,6314630,7648659,13452763,10665727,22266121,5869494,4388379,102693814,9495577
020-08044,162247965,14028581,23061425,12238705,40282422,13404773,61138632,1389606,7890845,9660373,15147246,8344394,2892781,3317455,153809635,2387569
020-08046,118355725,13819046,12332777,6460159,20180633,7945124,62191108,4375102,4914124,6856675,10120331,5691405,5046613,2814325,62047128,4885010
020-08065,155833189,10398407,14860523,8134750,25292535,5998658,55971332,2752509,5157873,11378448,10027026,12784552,1786870,2464402,117003605,3866107
020-50019,114075944,11168305,17773663,10649592,32169081,9555140,50853536,3704780,5327933,8256710,11517551,6081078,4671339,2462922,76519298,4635964
020-50026,84522784,7084764,11972892,7288354,23076583,4979131,33126697,561346,3312397,3845405,8914642,3103823,1835156,2770101,55916872,1583987
020-50035,221384210,17479316,27549564,13877649,43497139,24620207,73375713,3421971,9835253,14540075,20898925,4934336,5225645,2481640,117729695,3432056
020-50054,202144259,16535390,26932718,15235781,48881802,15579090,70716763,6648467,8643594,11020656,9682924,5131107,5542930,2795465,182668732,5258599
020-50118,136558391,16145871,20575181,11150548,36395843,10858550,64274219,8210154,7497312,13619378,12060048,7979412,4848807,3427312,83729969,8030884
020-50140,116245312,11148544,12976029,7283790,21953856,3369871,51792322,223405,2582627,7770402,12664407,2904247,787499,2459785,97875588,825527
020-50161,79326022,8781862,13882785,9152691,28916639,8983156,46126119,3862119,4006166,4855110,8269676,3438923,4334838,1984391,63366861,4367400
020-52001,145916539,13221829,23148354,13376304,42470016,5742048,67973725,4812879,7847206,12071478,11472818,11841790,4221456,3190383,131044588,5470225
020-52026,192314618,15271602,22394367,14204765,43342989,16738201,62970278,1753271,6244219,11912565,20380768,3414841,4266263,4262218,108120273,3610115
020-66025,151116498,11891764,19321077,11566160,37778061,12327341,56082726,6650030,6945348,10294214,12336281,15726690,7792115,3010393,123631425,8475003
020-66026,196578882,11306243,19832552,13072509,38422657,14752544,59235347,1660099,5924196,9672181,9481193,2381046,5848369,2897112,80900959,3964760
020-66032,79321122,12409149,12286604,6796493,20568374,7205335,55947703,1012923,4202830,6850251,9972185,2833037,1670984,3085293,107713058,2567109
020-66090,218304032,12459619,16193440,10049888,31649066,5544232,63175803,2010512,3877209,12002432,7593238,7950995,3709508,3184987,103534506,4521710
020-66092,181952584,15850891,25366134,12713024,47441531,16107707,63695986,9047226,8032220,12926195,15291982,19997535,12393766,3374290,170495071,14102354
020-66111,124194858,10745485,16576871,10325873,31904345,1939393,49802362,1054317,3061640,9004906,9517175,2837395,1997896,2960880,107708096,1636648
020-66128,235918538,16727736,26238406,13239891,45110495,13803520,70751137,9906841,8086850,11778900,20048200,15862291,7391174,3528918,102607879,10789413
020-66130,202970019,13649271,22293481,11816847,38301079,17179565,61067722,9274500,8104116,11967102,9800771,8984007,10957130,2415834,108768678,8625196
020-66135,69300224,9218114,10930594,5864671,18168118,6482515,62987755,1834938,3859820,6075496,8277937,6415839,3767269,2436548,40599336,4075279
020-66162,191453052,16766549,23392941,12319012,41791648,18790163,67378327,2232938,8628820,8714767,23055902,1323173,2850969,2137088,112628496,2194743
020-66165,286319121,15450906,34234890,19938513,69634782,11359801,72936447,9638236,8799385,11524595,20382613,18626586,8054083,3417411,116047977,9865728
020-74056,162618818,13943184,19891213,11539661,36965312,4251648,67434376,5792610,4748784,8442840,13052469,6991139,3001931,2400738,93432528,5793923
020-74070,199155263,17709114,28900653,17008195,55861406,15659178,76822878,2061824,10138765,15534304,15333729,3166273,2214985,3132851,109050308,2332645
020-74084,136378351,6200821,10463492,6332687,19838390,660183,40913534,247462,1462646,4817884,5753997,3181686,434095,2379900,75829985,670296
020-74093,146816658,13849210,22456858,12690001,43317716,17760502,54825451,4583054,6542835,11638002,18628122,6907119,9564432,3164811,92218865,7818646
020-74095,96081707,11049829,10122728,5929845,17363598,5689855,43140654,910696,3826656,5714029,9067650,2540595,1889617,2072570,42585853,1518632
020-74127,188807739,15821363,23289628,13137552,42685326,19025311,79545625,1153115,8985381,11512448,19314739,2932012,1076074,2368873,98019108,1508767
pbQC61,62106367,6335212,8621270,4651386,16149588,5426683,36743415,320101,1812687,4224707,8456756,808937,2317317,1776490,33793191,1267841
pbQC62,53643988,5925303,7542782,4166469,13517793,4301313,37378461,277155,1535194,3739476,7896243,722503,2086197,1653675,30983413,1119380
pbQC63,52614031,6211238,6934235,3627454,12522113,3714571,39160587,304058,1604121,3562703,7550002,754353,2148470,1540571,32187523,1127533
pbQC64,72209191,8492320,8496477,4071804,14906071,4479201,54230478,755462,2252899,4299507,8994512,2445042,1738217,1679846,54086122,1983422
