Name,(R)-Lactate,Fumarate,L-Valine,Isoleucine,Isoleucine,Lysine,Glutamate,Glycerone phosphate,Arginine,myo-Inositol,Mannitol,3-Phosho-D-glycerate,D-glucose 6-phosphate,Inosine,N-Acetylneuraminate,AMP
020-75018,258074071,11497332,15447622,32994183,9389553,2723853,59107795,3276144,5914925,8987549,9107740,12194625,3196041,3113304,103077913,5269281
020-75019,245134827,16336978,20356254,39612828,11197880,1666746,62655401,6636893,5240396,10690116,17844332,8940946,4290374,3359266,116763681,5014161
pbQC100,55935188,4018535,6408785,11405691,4311984,1676152,43938415,110747,1701265,2522965,23766898,1503762,1212685,659118,3378902,510456
pbQC81,58018827,5110196,6729420,13095756,3447522,437156,34828823,1133400,974078,3068055,9457069,5482263,746730,1546945,62320216,1086082
pbQC82,52775358,4727072,6370609,12097417,3517426,534220,34574852,984049,1045417,2956070,9203988,4482170,677331,1506875,53240250,1049871
pbQC83,55424107,4614184,6210547,13046705,3644839,832236,34780427,733225,990284,2666090,10802627,4809224,718611,1371601,49721168,965514
pbQC84,54045655,4347840,6019845,11490656,3351673,442424,36934289,686771,930783,2493948,9841353,4318571,737546,1439424,50087791,988992
pbQC85,39260052,4486596,5617526,10730010,3249301,1574065,55229229,684230,1710742,2687543,7715898,3186169,679064,1127185,52954859,921709
pbQC86,55625278,4313115,6018258,12138815,3307836,373652,40032888,393872,794862,2531053,10492975,3856708,760923,1255243,52039342,854866
pbQC87,50716028,4395939,6054801,13883661,3426857,402832,41269847,316250,925698,2580299,10588648,3356306,711690,1065226,49752326,822885
pbQC88,48550626,4497794,5862450,11415133,3313019,370551,41286602,492525,834610,2661469,8019227,3383524,709740,1474401,43073453,860183
pbQC89,49007905,4476617,5885242,12854190,3261743,473749,44460601,346186,949765,2561415,8808855,3117352,715304,1328126,43011605,874345
pbQC90,46218359,4186861,5349180,10666045,3029182,513113,45819656,319133,856408,2288440,10387090,3397339,745877,1267024,40878501,829666
pbQC91,45076012,4226678,5298415,10042359,2727610,287620,44940611,291193,759856,2233941,9830652,2934942,725552,1250062,38089488,772474
pbQC92,45910003,4077641,5301626,10826180,2769056,313296,46857251,243693,682562,2280783,10823239,2738367,752795,1056305,37359101,752178
pbQC93,46654504,4007823,5497504,11867014,3298077,732545,47071429,208250,970973,2301830,12584349,2699271,743531,742601,36856322,727915
pbQC94,46164559,4021462,5208919,11631801,3190969,766463,46546082,233050,1047414,2315964,11895943,2624350,798837,916038,36348285,739814
pbQC95,47299081,4047752,5511134,11998081,3347692,762711,46062662,245379,1211573,2352901,12203195,2479833,799480,813665,33387725,717296
pbQC96,50500642,4074193,6531133,10795309,4048040,1942079,47630396,122539,1403919,2428331,17655695,1918115,1146942,604833,31807540,534839
pbQC97,55623406,3963485,6379557,11114109,3965779,1182801,45567344,118295,1395281,2386473,20580699,1972761,779770,579429,14026677,589960
pbQC98,54562491,3986503,6693137,10851194,3911977,1097598,45563758,126755,1444209,2377254,20688941,2129517,816011,572191,12976042,586186
pbQC99,73611274,3905660,6132713,10106576,3605747,3940463,23291830,78029,594085,2576431,20846303,1394206,929870,1187246,2667157,582308
