Name,(R)-Lactate,Fumarate,L-Valine,Isoleucine,Isoleucine,Lysine,Glutamate,Glycerone phosphate,Arginine,myo-Inositol,Mannitol,3-Phosho-D-glycerate,D-glucose 6-phosphate,Inosine,N-Acetylneuraminate,AMP
010-20267,111065345,9601515,14220175,7320964,23502333,11625526,74923976,7622769,6321657,6443917,9120785,4815177,7615383,1282133,109509100,4763218
010-20269,207916189,9510771,13668181,8215113,25690317,6372786,47942252,934955,4038087,5765641,16520377,6010187,3770442,2255494,17787460,3060082
010-20300,190147941,11611345,22111707,13307227,45680655,20275398,57734778,4188519,8004602,10279976,12852989,8958166,6260452,2009149,104031660,4490490
010-20343,131574535,9456275,14775780,8894591,29674521,11315514,50591557,399591,5401153,6697560,8924530,8405724,7408666,2148857,126904327,5694446
010-20352,127837219,6744790,13218251,7801764,26337770,7709451,41488637,1803651,6256951,6686277,8807714,8915861,5953436,1555116,37522846,3687767
010-20388,176051460,11070436,16678729,9253686,30678737,14533992,58364598,2850169,7128701,8126203,11394192,11580425,7533164,2302724,67278209,4791777
010-20390,96856615,9605157,9523118,5254173,16047710,7656086,53925786,1519877,4728801,4924889,18650739,3456766,2263554,752619,70585459,1292354
010-20462,311979511,15495580,25267022,15946531,52248431,12691266,75640181,2444241,8305519,10928386,14212187,6837408,4155674,3285416,147052893,2470817
010-20500,189188212,11264583,18815388,11108707,34137129,20481994,58036575,4504015,8026029,9128817,12631905,5922435,4740201,1410802,102065787,2918742
010-20526,195657347,10115096,24628580,14644869,51652332,17880281,56344093,8789269,7924012,12286342,11843135,16234997,12729143,2670695,109117447,9494870
010-20560,220337932,10631894,20284939,11747463,39349422,23268890,50740663,2163434,8062609,11467012,10757342,6888306,5141950,2971987,81026502,3993280
010-20577,237589898,12734651,29294494,18632112,61050400,16385904,66222365,1692190,8028606,15142341,15212376,4385903,2443497,1922608,74200866,1434824
010-20588,193690136,12043385,27420653,17089397,58080373,12329116,57266685,3968550,5891299,16834318,14850849,11636159,6893284,2794201,97260260,4166878
010-20607,222934918,8792229,29879609,21073042,67278506,19560735,55460319,4360021,10373457,10897761,12303597,16558338,8537971,2508749,132100768,7134071
010-20682,83396924,7479354,7909412,4240727,12322216,6338090,45249580,2027806,3849538,5646096,17318377,5150558,4165271,1209359,72504126,3040302
010-20759,233346793,12469312,21401188,11855150,40269778,22155101,58283055,521126,6977782,15354586,14156288,3890946,2807296,2851464,34363850,1977647
010-20797,242557101,10941807,20840334,12648387,42671313,20383661,56188957,679604,8400480,7652929,14372600,3649814,2497093,2407512,20014781,1610748
010-20798,246827361,11436041,29985572,18183082,64783805,18719650,55540030,4002532,9623548,13339852,12349941,14742809,9559458,3164297,72226640,5846064
010-20821,229797048,12589791,21417075,12692570,45418663,14487308,49622340,4671498,7488033,12710935,14019122,5031300,9311145,2334453,80400693,4567223
010-20839,84110388,8293249,10432955,6154777,16075628,8000024,40839214,1696502,4206691,6891616,37823750,7309625,4460572,1166777,84106674,2619756
010-20851,179907283,9079787,20082050,12935065,40096559,17624433,52283298,495463,7648155,13910328,13526344,5561690,1293308,2213254,76327283,986880
010-20895,344064761,17526509,26087102,16328413,51963772,13360966,79461364,3943723,8680405,12789897,19318262,1952862,5150992,1990009,150505153,4560193
010-20896,196141107,12527204,18755488,10631784,35078737,19711075,44160692,1840360,6740620,7509792,14006231,6231243,2682966,2635753,59450928,1568359
010-20947,202238473,11111180,17952117,11634489,37905403,13747187,42520926,1278075,6682820,9139291,16048092,12459955,5963312,2305275,50692181,3473355
010-20969,303805763,13582112,17789982,10275430,31551632,9814272,79245486,4331212,6699438,11911836,13231609,3517092,3425318,2096878,127252722,3640632
010-21002,241711069,11233742,21765388,12697897,43259021,19439265,47610845,6127995,7688400,8526229,10111914,10937107,7288548,2297009,43242324,4988416
010-21051,276954596,12212861,30104686,19831329,64964706,16258229,53634432,2638728,8153297,12012327,13548865,9890211,9199051,3104866,59741125,4813238
010-21052,253111803,14777986,31377068,19087003,65249259,10567179,60608524,5838927,7081920,11394240,16232255,16840800,11056317,3338919,145900106,6855514
010-21057,156511098,9102014,17587027,9174251,31179711,15468018,62343091,1791860,7143914,9016917,14165377,11377516,6240392,2548452,58944806,4048742
010-21091,188547298,9970965,16943352,9469152,32118895,17511472,51301701,1614405,4961071,8357850,12219463,2520482,5644771,2175906,109609988,4542476
010-21184,107902638,10483687,13149547,8044490,22213673,7302905,66107745,1370190,5389520,7987989,15555020,6073577,2472342,1272923,75136142,1391738
010-21195,200440436,13762565,23967273,14130491,50629571,10892852,56528340,4914023,7251171,11673456,8914057,8568972,10033882,2818738,122117787,6778428
010-21291,228208143,9843613,18647221,10227050,31464003,19633106,59582572,140900,7021161,8580889,18162887,2078561,2059662,2001009,31233658,1376281
010-21321,154266037,8771164,14123114,8069301,25768784,12377882,40465847,1143115,6132953,7751499,8909546,7142371,3406141,1719979,46764360,1847846
010-21352,185483317,13051583,20328386,11813155,38424526,23789213,58893289,588457,5737265,9043105,15568844,5956954,7177674,2486476,89637413,6426271
010-21360,250852887,13324767,18328565,9327003,33401263,13052151,60014330,249467,6094457,7224552,15096772,2659171,1759992,2323015,92847936,1302071
010-21380,175110755,10366256,14810814,7998328,25735662,11386345,56112698,2307538,5820559,7091560,20099986,5517092,3238240,1820352,48424004,2518705
010-21426,183224229,11165499,22947206,15602529,50646833,14556185,49701273,5827681,8138921,9635826,18076999,12921180,9558493,3048365,103366297,5640772
010-21500,173572727,10346087,19512256,11408752,35421685,16547693,56282647,8259508,8156216,9764529,9861352,11015947,12135461,2481589,116746006,8927842
010-21503,116300885,8757256,9633291,6291283,15709914,3380925,44939267,981354,2186302,6101430,20026048,4984500,1613980,953064,40325471,1992151
010-21531,156974077,10546931,15667486,9289629,29130399,7883654,56786222,1910380,5042838,6512046,11142758,7775746,5225090,1464654,102248361,4094867
010-21568,187016409,8809852,17194460,10372394,34757614,12546805,42578988,1489833,6690925,8385161,12452464,12065804,6195164,2204101,86266876,4024843
010-21591,252329220,12399266,22410472,12765289,42589045,23691274,70463926,6076650,8455339,9374929,22424434,14419331,11030090,1980372,152444744,13910631
010-21672,259278984,11780387,31435652,17317413,63122391,22815556,67060059,5415002,10323261,17361508,16523850,15842706,12937900,3199301,144243136,7838032
010-21686,283130677,11446484,20376671,12373358,39783147,14054460,48074973,7724155,8206653,9837288,19565302,8174361,9615280,2345194,48127643,5469655
010-21704,352382933,15378509,26323766,15335771,51165490,14721317,71859454,3582422,10984727,10089356,13010440,4079378,4326390,2511017,134599083,3670844
010-21707,157396948,7987500,10252167,5923282,17581269,5870048,55858260,2013184,7128767,5415484,7994316,4798510,3874929,878322,31599470,2700618
010-21709,228812525,11132000,21578848,14883239,46769866,14081439,58067627,589083,7054464,13949668,10702231,5288946,3333581,2467868,57120665,1795143
010-21750,107939344,8410395,11967800,7074065,22821387,8212253,41380739,1973821,5648570,8701508,9501225,10606195,6074863,1854261,123360479,5510230
010-21764,278093394,13277660,24749532,17120916,51792735,11990732,59307511,2488078,7066310,11004766,31565480,11129533,6794202,2706172,133376119,4349069
010-21829,120701974,8983384,14516725,8022382,24676042,10017481,48794409,3445657,4878831,6895544,22168904,10597598,6384601,1317937,62132226,4468213
010-21833,201206320,10656045,25047277,14411832,51856394,21275280,54496479,1826477,8240446,11232660,19060600,10222832,4213735,1937627,102438754,2249812
010-21835,146737697,11198376,12337439,5716779,19837479,13248929,47151991,888880,4994070,6945901,8272387,1434807,3752328,1594356,9572938,3096541
010-21836,121279116,9707349,14920509,7806344,26766967,11639403,50055553,1150696,5152759,7597170,10388660,6963176,3536956,1834920,95757245,2422471
010-21951,132001215,8815110,14039935,9116084,27939415,6506309,37210043,1378010,4673634,6625798,15155827,6850190,3660451,1440349,56975940,2104491
010-22007,200567965,10262472,18594308,10519426,33889228,19491195,45860502,149359,5754060,8803336,12558103,4869528,3558007,2421078,45870119,2735749
010-22010,295909074,13644079,26544116,14498981,47086652,26908161,62769429,223664,7923285,13256886,22412440,2074779,1099308,1946117,54897165,837836
010-22012,191525665,12571785,15795144,9810000,29978317,11582196,57242623,2855713,6389603,9799823,13798234,4923422,2240977,1145195,156576151,1943566
010-22031,77891014,7494265,7316702,4640663,12500962,3394764,36942210,358951,2794889,5057229,28593796,5752653,1339144,909696,45735185,1118963
010-22052,123969884,8656612,12583100,8501977,25859934,6350536,32316020,1905585,4684096,5716405,14309105,13211403,6899725,1646125,60017824,5311934
010-22072,189559539,9999859,13451675,7593527,24228183,11942834,44403979,2239677,4920640,6286655,15702320,7898263,4426281,1558401,61868401,3431022
010-22159,216870017,10439177,17529492,9727429,33122022,10855259,44991047,1272079,5327074,7014957,15765338,7127950,3449073,2866011,62348270,3026246
010-30003,231373625,10672896,20568528,11412972,35340419,17941563,62907046,3413210,6469284,9913581,17446539,5566545,2671356,1752421,94582190,2273056
010-30089,117463725,9635458,12476041,7008079,21340029,9057429,48589116,1456155,5077673,6922430,9924432,6520563,2356987,1782035,79766672,2135801
010-30104,185143401,10998687,24853372,15566124,53409762,15167634,56086989,1313234,8036217,13893830,22087656,14176996,10050217,2465883,154522026,6955036
010-30195,131310191,10541904,12197374,6838936,20254236,10034658,40143800,4627966,4529226,8403234,13301346,9922522,8641725,1364759,104900551,7476976
010-30284,185504528,8904050,14060438,7870472,24817031,8197231,37780210,468966,3520815,3787694,14260895,4941644,1826306,1519076,15768731,1413467
010-30334,143526983,9358091,13778499,6991411,22803740,10460661,52722584,2120745,5061539,6571398,13387499,9714732,3412441,1546236,91458808,2786464
010-30356,172477019,11067817,19505335,9671452,32629589,23586146,48486476,3287847,8449261,11162272,11775349,5411367,5198014,2003821,32895747,3168480
020-04136,108649016,9013049,20273838,13200675,41670850,7610791,51018227,4419544,7556515,10378526,11598823,12322440,7136178,1976791,121337372,7357615
020-04148,122667858,8492359,9620577,5127812,14966957,10521621,49979593,268534,4351771,6221445,18254893,3005130,417520,817620,104116251,762164
020-04192,266526760,12452048,28929097,17170595,62694490,19530553,61145045,2148331,10180985,9380013,15222349,8842893,6939061,2630986,38889623,3530821
020-04240,28711282,7949495,10892915,6408406,18504893,7213566,46184910,3195231,4705023,7412234,11386591,8274060,4123697,1009381,82039029,3288507
020-04314,152954968,7637065,13624026,7994869,26933585,7662877,35111352,650210,3847482,6488135,12065854,5210624,2807098,1724743,24553018,2142636
020-08007-02,173806625,8604354,16009453,10227665,36503997,7546923,39147752,362529,4374303,5793378,10194965,2649904,1581728,1774753,50190280,1043702
020-18008-02,144483088,8755673,13411713,8721731,29203163,9995382,45533800,2089527,6971763,6310666,4622441,9842482,5917005,2188953,61920824,4635707
020-50079,151584393,8562745,11946779,7063551,20719502,6011044,48588352,2235566,4920870,6723074,14762839,9473450,3725042,1219306,94934100,3566650
020-50106,304245793,10395207,18718917,11072582,36189932,12436048,51636408,157367,4549298,7989463,12317832,1645015,908696,1880642,18913223,826354
020-50150,255446031,12441672,21943659,13857019,43799171,18644706,53539580,2365854,7269588,9501975,9334574,5752935,3843547,1843923,56877653,1983761
020-52010,58928762,6069852,7222417,4770475,12200650,960516,26636937,106965,1318483,3488022,17765001,3023481,587495,836980,36105465,821780
020-66040,140210626,10011739,12301951,6884807,22727563,6295154,50485125,2433598,5473862,6962719,9708597,5796976,5241329,964172,68743628,3824897
020-66048,222767375,12163638,20999341,12352026,41060992,21695187,71368241,5368741,9894947,7604354,9973969,2357359,6253574,1709966,89546781,5512023
020-66066,379507079,14413801,36894730,21144991,70785168,31783847,83673544,5901573,13605178,17322983,14341431,12021391,11870467,4963825,136066446,8964418
020-66096,230859734,16331379,23699906,13150944,49901111,11993180,52682510,3147656,5914280,15418448,13851195,8462255,5482233,2136591,80971719,4077426
020-66133,150995959,9265981,13808509,7990548,27193039,9676347,57564685,3435211,5800402,8234644,9440641,11148629,6859203,2390069,108324996,6131745
020-66137,249063163,10990042,27503949,16483811,58732586,21993719,60354770,2260839,8436859,13081094,16877322,14909569,9727422,2407054,58953349,5620760
020-66138,46798165,4594208,5022045,2898056,8767255,1903760,27720980,283198,1707935,2215965,11617244,1986080,957733,1075573,37888762,1106961
020-66151,111411493,9347016,11960952,7546692,21281380,15939933,40444985,274979,4140978,6143428,5007383,2447493,3076891,1998336,65780009,2997129
020-66155,90262352,6788472,11018183,7109789,22036472,7185441,34907182,2475866,4484554,4444726,4388786,3557771,4335747,987344,11163431,2927077
020-74039,179165181,9661550,16755451,11303445,34151629,14062821,48752170,440399,6648903,9777046,9555106,3641951,1638658,2098753,47927566,1130990
020-74072,201979725,11538802,17773619,10632975,36600475,8834935,53405482,2050454,7862211,8580335,12687019,3829356,2754011,1767403,111429315,2953631
020-74103,201392115,12221099,22163855,12902267,45659754,16153355,50022803,2901257,7378317,10239312,15834834,9024358,5746306,2924484,65877297,3476922
020-75002,104409178,8490143,10635955,6288087,20184987,7958434,45768736,1599562,4800236,4539248,11903325,5628401,4627952,1345741,99919350,2926149
pbQC101,81828694,4796741,8850849,5182018,16988218,3623799,46683360,909035,2375330,3506147,12353136,2633090,1405422,1751824,69591433,1212435
pbQC102,80656479,5229053,9809881,5897780,17842042,3377730,35344603,609394,2308298,3351589,17686105,2766584,1371050,1006809,27030630,907745
pbQC103,77208807,5559741,8492590,5094760,13895329,3587717,40043527,780763,2224114,3056268,21962905,2982352,1510739,863404,21407267,955410
pbQC104,54564727,5552266,7324523,4002535,11862766,3678589,40721274,534059,2275283,2816122,20806337,2833669,1521279,637819,12033184,931184
pbQC105,45978051,4992249,5900175,3686084,10132840,2233332,42968515,599932,1884015,2378329,16892474,3365976,1575080,650870,24157051,868090
pbQC106,36949405,3927239,5282908,2940471,8277451,1357043,32709043,181798,1056112,2059554,20613498,1966324,1077119,487805,4560573,518891
pbQC107,31767353,3302866,4656773,3047753,7921200,1576426,27433090,103563,1097466,1956896,17466968,1131454,718802,510944,2115584,353805
pbQC108,35136737,3033896,4809805,2959807,6793163,1927710,17715459,59204,863233,2485921,13765667,419560,489799,597695,1563326,310336
pbQC109,33438323,2843769,4737884,3018484,7775067,1361940,27622109,72634,970702,2139470,20023643,864215,545196,471648,2043938,312968
pbQC110,36439667,2793521,3740905,2162045,6097869,1668028,7307373,42380,240086,6177778,16480360,61257,256999,755836,2042183,373588
pbQC111,37792125,3009276,4956755,3296910,7789996,1175320,30425012,80252,1029465,2170035,19005707,874718,661244,570547,2080475,333922
pbQC112,37970110,3159843,5015663,3252036,8082264,1512376,27563373,74234,941235,2433126,17245384,530227,589421,559621,1893086,316866
