	mz	mzmin	mzmax	rt	rtmin	rtmax	npeaks	pbqd	pbQC61	pbQC62	pbQC63	pbQC64	pbQC65	pbQC66	pbQC67	pbQC68	pbQC69	pbQC70	pbQC71	pbQC72	pbQC73	pbQC74	pbQC75	pbQC76	pbQC77	pbQC78	pbQC79	pbQC80
1	60.9930246435921	60.9929250077902	60.9932676020057	1496.82	1486.74	1509.15	17	17	11299.9736328125	NA	NA	12932.880859375	11941.0400390625	12396.0458984375	NA	23357.21484375	24932.306640625	28423.892578125	31500.9140625	30411.470703125	33588.84375	35547.7890625	35534.5703125	35554.1015625	35368.359375	42725.8359375	43800.375	38811.29296875
2	60.993101050514	60.9929865806815	60.9931861071403	1603.23	1582.87	1635.97	15	15	NA	NA	NA	35365.16796875	NA	44182.2109375	46293.45703125	NA	45845.90234375	44191.28125	48984.7890625	42958.56640625	40785.5625	39595.53515625	52115.33984375	52602.51171875	48797.19921875	46559.52734375	40617.2421875	17531.013671875
3	60.9930283925005	60.9929931380378	60.993152912543	1004.77	992.41	1011.01	9	9	NA	NA	NA	131290.28125	NA	81992.96875	NA	NA	75471.6015625	NA	57303.5859375	NA	63010.8984375	NA	59843.83984375	62900.8203125	64959.5078125	NA	60926.98828125	NA
4	60.9932386322984	60.9931155572545	60.9933270670643	1703.83	1683.63	1722.59	12	12	NA	NA	NA	233868.90625	NA	325684.5	327888.84375	NA	236221.234375	321253.75	NA	278148.40625	306194.21875	212116.5	364462.65625	324777.75	350363	NA	267658.40625	NA
5	60.9930251249829	60.9929976853373	60.9930968414661	1570.645	1562.36	1577.05	6	6	44024.0625	50210.8125	41052.8046875	22479.3828125	33043.796875	NA	NA	46683.74609375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6	60.993017288446	60.9929775814825	60.993066545793	980.106	975.962	986.593	5	5	125893.8203125	103678	105146.7734375	NA	98165.5859375	NA	NA	70493.765625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
7	60.9930991869617	60.9930755439146	60.9931958884862	1667.005	1656.67	1677.18	6	6	215926.546875	191471.359375	221404.625	NA	198879.203125	NA	NA	297664.15625	NA	NA	284504.09375	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	60.9930270659051	60.9929934258493	60.9931957702642	1029.51	1021.11	1037.3	6	6	NA	NA	NA	NA	NA	NA	79730.9140625	NA	NA	62096.71875	NA	64862.26953125	NA	59849.86328125	NA	NA	NA	69183.984375	NA	66814.9921875
9	61.9962552626834	61.9961936976989	61.9964276794295	1671.23	1669.02	1677.32	5	5	NA	NA	NA	NA	NA	NA	NA	NA	74073.9453125	NA	NA	NA	75969.0078125	NA	66753.3203125	70031.71875	71258.484375	NA	NA	NA
10	61.9962030149233	61.9960711770113	61.9962927671276	1726.38	1716.33	1728.58	5	5	NA	NA	NA	NA	NA	NA	NA	NA	73543.6875	NA	NA	NA	71973.65625	NA	74149.0546875	68436.4453125	68373.703125	NA	NA	NA
11	62.9640676970001	62.9637963310929	62.9642778374969	1478.45	1468.06	1486.3	9	9	NA	NA	NA	NA	NA	NA	NA	NA	6105.49169921875	NA	7818.41259765625	6011.07275390625	5241.8251953125	8107.6337890625	NA	6385.82373046875	7616.892578125	7192.2900390625	8504.46484375	NA
12	62.997296865805	62.9972192070012	62.9973568244442	137.619	137.328	139.754	19	19	54117.9765625	54270.8984375	54748.58203125	54959.40234375	54955.97265625	50099.1640625	46698.171875	52941.94921875	51954.15625	51328.30078125	48491.13671875	50089.15234375	NA	50035.8671875	49252.45703125	55420.81640625	51360.20703125	51045.5	51423.10546875	50742.77734375
13	62.9972962400765	62.9972187622425	62.9973458351746	1853.34	1851.59	1853.59	14	14	NA	NA	NA	48390.64453125	50336.99609375	46143.9765625	44561.08203125	47490.59765625	52703.109375	50090.8671875	46945.875	NA	43711.30859375	NA	45910.03515625	47389.82421875	46315.32421875	45412.671875	NA	45988.28125
14	62.9972866825305	62.9972400988121	62.9973909457236	1771.53	1763.21	1777.43	17	17	90747.546875	87527.21875	86542.6953125	89042.1640625	87704.7109375	89447.53125	81349.265625	83658.5390625	87264.7421875	84713.7109375	83305.84375	NA	91134.078125	NA	88894.96875	89850.2265625	82499.765625	77922.625	NA	89159.0859375
15	62.9973065021286	62.997258080671	62.9974178951524	1026.405	1008.7	1049.96	20	18	80897.4921875	79945.40625	82155.4765625	82684.875	77476.3359375	75150.5546875	74551.203125	77346.3125	80981.75	NA	82863.8515625	81292.046875	NA	81454.703125	79124.078125	82534.6328125	84312.6484375	81285.4296875	79602.6796875	83029.0859375
16	62.9973228921804	62.9972464185153	62.9973825766295	254.2625	231.784	289.497	26	19	47195.91796875	49908.55078125	46862.76171875	50519.6171875	48926.81640625	44396.234375	45231.99609375	41750.23828125	44872.359375	43926.328125	45665.48828125	43067.37109375	NA	47224.4609375	43063.4140625	50513.33203125	45120.828125	46285.515625	44317.6953125	45633.21875
17	62.9972988644841	62.9972388036692	62.9973551668834	197.9125	170.332	217.433	22	19	50546.15625	52231.22265625	52250.58203125	48548.796875	52986.33984375	47448.28125	47801.421875	50723.94140625	47278.046875	50670.5546875	48800.640625	45049.203125	NA	55677.6328125	45934.21484375	50316.29296875	53372.48046875	49840	50707.015625	50347.1796875
18	62.9973014277623	62.9972624924656	62.9973673406675	869.317	854.894	883.892	15	15	78470.421875	72477.4296875	74714.421875	NA	72198.59375	72948.09375	72348.6875	72383.0859375	74091.4453125	67609.421875	72664.609375	NA	NA	76695.8125	75365.21875	NA	76322.390625	74999.21875	75567.46875	NA
19	62.9972882270116	62.997217040253	62.9973944784587	506.298	492.118	524.859	17	17	62305.00390625	58157.02734375	59922.203125	58156.43359375	60531.53125	NA	NA	55038.265625	56527.66015625	48575.3828125	55839.25390625	56583.67578125	NA	54900.76171875	57731.83203125	58259.046875	57573.7421875	44388.56640625	54987.5625	45497.08984375
20	62.9973049557617	62.9972363335921	62.9973986553518	467.408	459.355	482.107	13	13	58281.578125	NA	NA	47353.51171875	NA	55274.09765625	NA	51152.94921875	55405.5859375	44287.33984375	50904.8359375	NA	NA	51020.1015625	57058.03515625	NA	54683.62890625	40431.1640625	51414.10546875	42172.609375
21	62.9973525764149	62.997283221134	62.997486922164	1070.225	1055.86	1082.82	12	12	NA	82062.6953125	80991.203125	80821.3359375	NA	82684.109375	74639.640625	79410.125	84772.6015625	80773.6640625	NA	76214.4375	NA	88164.5859375	NA	81667.234375	NA	82550.28125	NA	NA
22	62.9975405016226	62.9972738423178	62.9978476044617	1277.48	1258.99	1289.99	17	17	82459.1171875	80587.1796875	81647.828125	82744.7109375	78494.5	78144.15625	82259.96875	NA	NA	84756.9375	83157.3203125	82927.5	NA	89288.75	85985.9765625	87580.890625	86628.546875	84249.59375	85397.65625	82462.3984375
23	62.997287826019	62.9972310474005	62.9974077938453	641.72	627.524	654.325	15	15	64373.5234375	63274.015625	NA	57894.05078125	NA	57897.8125	56576.56640625	58595.69140625	61931.921875	53639.5390625	58702.0390625	NA	NA	63340.34765625	57460.63671875	63010.15625	59643.9921875	55664.3359375	58452.07421875	NA
24	62.9972969024613	62.9972319136381	62.9973894825507	1631.165	1613.62	1638.56	14	14	80474.078125	79429.2265625	86360.2734375	84235.5078125	85796.5625	80422.0625	NA	85607.375	90876.234375	NA	87038.9921875	NA	84413.609375	NA	85006.859375	87074.0078125	88124.4453125	NA	NA	89525.8203125
25	62.9973133654114	62.9972423088405	62.9974151007751	934.9475	914.29	949.658	14	14	82666.1875	80578.3046875	79005.234375	73073.6953125	79991.8515625	76959	NA	75417.5625	NA	72289.6953125	78599.1953125	71656.875	NA	77141.5390625	NA	NA	NA	74064.7890625	75640.7265625	74056.3125
26	62.9973345814078	62.9972793256979	62.9974437454746	1133.83	1119.54	1146.37	13	13	84672.9609375	83250.4140625	83695.6953125	NA	81849.8984375	81438.90625	79792.921875	85432.78125	86190.8671875	81215.15625	83065.6328125	NA	NA	NA	NA	NA	NA	86532.1640625	82513.3359375	80668.6328125
27	62.9972982820729	62.9972295635884	62.9973693397004	377.307	363.196	395.719	17	16	51809.39453125	53200.5390625	51603.2109375	37790.234375	51486.29296875	NA	37951.296875	44705.29296875	44938.578125	38721.8828125	46934.375	NA	NA	43916.0390625	NA	46154.5859375	46641.1796875	39795.3046875	42772.93359375	38374.10546875
28	62.9972809179698	62.9972216725225	62.9974230174242	545.385	529.021	563.914	15	15	NA	59426.96484375	55772.796875	NA	60003.26171875	57749.4453125	46425.73828125	58256.765625	57249.42578125	52607.01953125	58178.02734375	55418.42578125	NA	60415.48828125	NA	59734.01953125	NA	51199.453125	56774.23046875	50554.26953125
29	62.9973113093436	62.9972801185996	62.9974060477121	1185.36	1174.97	1195.68	11	11	83477.8046875	83890.90625	83525.2109375	NA	86551.71875	82728.2578125	79123.7890625	80961.1171875	NA	83407.8515625	82836.8828125	NA	NA	NA	NA	NA	NA	85996.53125	NA	82068.3515625
30	62.9973082944498	62.9972562624612	62.9974033782957	1487.56	1470.1	1509.08	16	15	100542.34375	NA	96257.0546875	93371.25	95433.8046875	92301.9453125	94498.46875	NA	95199.3828125	94248.578125	93095.265625	NA	91850.9140625	NA	91463.34375	92897.09375	95452.6875	93654.4765625	NA	88559.5703125
31	62.9973036999453	62.997243665837	62.9974355803317	1542.795	1529.65	1556.51	12	12	96464.953125	100098.953125	96379.234375	100747	95084.421875	94286.3515625	NA	97669.1015625	NA	97216.140625	91385.6953125	NA	98559.546875	NA	NA	NA	NA	89912.4921875	NA	90242.34375
32	62.9972808959544	62.9972266661178	62.9973256218073	600.8305	586.389	621.242	16	15	60832.94140625	62623.875	61221.54296875	58979.7578125	60234.90234375	58715.55859375	54847.125	56868.19140625	58128.4453125	53450.6875	58767.30078125	55753.0078125	NA	61580.15234375	NA	NA	NA	NA	58202.83984375	56947.95703125
33	62.9972755012138	62.9972088805049	62.9974677604435	793.3815	781.159	805.895	14	14	76833.640625	73048.375	71237.796875	73716.734375	NA	69730.0078125	62243.5390625	NA	NA	63224.65234375	NA	66688.2421875	NA	70826.7578125	72156.28125	70134.5625	NA	62092.12890625	68980.15625	71620.390625
34	62.9972550194245	62.9972460528682	62.9974925121476	687.236	682.853	697.231	9	9	64373.5234375	62147.28515625	64613.07421875	NA	NA	NA	55171.10546875	58231	NA	54887.2734375	59304.20703125	NA	NA	61445.8671875	61578.94921875	NA	NA	NA	NA	NA
35	62.9973472879956	62.9972822084079	62.9975187399645	1375.79	1353.25	1398.41	17	16	86069.265625	85479.78125	88428.0703125	79487.796875	79845.375	85759.9609375	77357.375	81887.1171875	83768.2421875	NA	86275.078125	NA	82217.0234375	NA	85362.515625	82480.65625	91475.734375	82801.0234375	NA	84973.03125
36	62.9972906750308	62.9972363608761	62.9974023250808	304.6795	291.261	315.895	10	10	45522.28515625	47580.35546875	44237.609375	NA	49300.05078125	NA	NA	43962.75	NA	40720.34375	40717.65625	NA	NA	NA	44108.7890625	NA	NA	39860.60546875	NA	40905
37	62.9972778024987	62.9972551751565	62.997365112716	410.146	397.903	414.559	9	9	NA	NA	NA	NA	NA	43835.3203125	34502.1484375	48393.46875	46856.04296875	40604.8359375	NA	43947.23046875	NA	45892.19921875	46839.9296875	NA	NA	NA	43025.49609375	NA
38	62.9973238134162	62.997260609643	62.9974206732192	334.315	317.888	354.791	15	14	NA	49992.5546875	44483.8984375	40020.5546875	NA	39830.53125	36582.16796875	NA	41807.15234375	38886.56640625	NA	39158.74609375	NA	43924.8046875	NA	45439.8046875	48198.43359375	36640.1875	42465.2109375	40766.484375
39	62.997278536587	62.9972086244982	62.9973633306975	828.48	812.22	846.908	15	15	NA	71530.5078125	75755.171875	74223.890625	74438.1640625	NA	66815.8046875	71056.6953125	NA	68660	70512.546875	69483.40625	NA	NA	72670.0546875	77110.2109375	75598.1640625	69714.2265625	75300.078125	75108.859375
40	62.9972682994794	62.9972562478179	62.9973020855619	445.218	436.763	453.199	8	8	NA	56974.76953125	58295.17578125	NA	54225.7890625	50178.66015625	34238.53515625	NA	50054.921875	NA	NA	46350.77734375	NA	NA	52668.51171875	NA	NA	NA	NA	NA
41	62.9973630000783	62.9973186854881	62.9976701218429	1160.555	1154.23	1168.62	8	8	NA	NA	NA	83747.1484375	NA	NA	NA	NA	NA	81091.140625	NA	82322.0078125	NA	89636.6171875	86961.625	84597.3671875	84514.921875	NA	81462.1953125	NA
42	62.9972740852484	62.9971880872441	62.9973237404466	578.267	568.015	580.404	7	7	65875.8046875	62231.44140625	NA	NA	59340.64453125	NA	NA	NA	NA	NA	NA	NA	NA	NA	58251.56640625	NA	60464.3203125	52477.7109375	NA	52597.86328125
43	62.9973051599083	62.9972716604374	62.9975553172085	969.856	957.609	984.206	11	11	NA	82352.0234375	83797.8125	78923.6796875	NA	NA	NA	77843.171875	80330.046875	NA	NA	72562.1015625	NA	83522.8359375	79605.125	84993.125	79216.71875	NA	80287.46875	NA
44	62.9973027295702	62.9972276444044	62.9974056882168	717.982	707.427	740.191	13	13	NA	68366.3828125	NA	59891.35546875	63465.50390625	57828.921875	58547.2890625	NA	59583.05859375	55564.82421875	NA	61128.30078125	NA	62575.66796875	NA	64916.8125	63597.22265625	59942.35546875	NA	64866.82421875
45	62.9973047452836	62.9972445934753	62.9973370528884	427.78	420.403	430.654	6	6	54724.74609375	NA	NA	40235.1171875	NA	NA	NA	48744.67578125	NA	NA	48417.1640625	NA	NA	NA	NA	50803.9765625	NA	39160.87890625	NA	NA
46	62.9974214120563	62.9973909537741	62.9976589291914	1105.04	1099.02	1107.27	6	6	NA	NA	NA	82880.2578125	NA	80037.1484375	NA	NA	NA	NA	NA	77469.8828125	NA	83062.1875	82612.328125	83006.0703125	NA	NA	NA	NA
47	62.9972980768243	62.9972310751959	62.9973292701853	764.895	748.355	773.374	10	10	72073.03125	NA	66438.53125	NA	71927.375	67406.359375	NA	71950.6796875	64685.078125	NA	70529.671875	NA	NA	NA	68754.1875	69382.34375	68514.453125	NA	NA	NA
48	62.9973533691301	62.9972800354796	62.9975214843539	1213.83	1199.68	1226.22	11	11	NA	NA	NA	83824.0625	NA	NA	81085.84375	NA	81647.265625	NA	NA	81156.046875	NA	88516.5546875	84701.53125	87337.578125	91025.921875	84428.2890625	84511.71875	86195.8125
49	62.9972961982362	62.997258063663	62.9973863496363	1455.75	1449.4	1468.36	9	9	95735.421875	95667.9765625	93831.4921875	83335.8515625	91175.6953125	NA	86201.6796875	89561.9296875	92645.109375	NA	NA	NA	NA	NA	NA	NA	NA	82736.1015625	NA	NA
50	62.9974636067179	62.9972817420074	62.9975251899077	1240.82	1232.3	1252.98	9	9	83255.78125	83310.859375	84089.171875	NA	81599.921875	83036.2890625	NA	86210.015625	87344.3515625	83462.2578125	85389.4140625	NA	NA	NA	NA	NA	NA	NA	NA	NA
51	62.9973252677318	62.9972785362457	62.9975186252313	1413	1404.39	1416.89	7	7	88124.703125	NA	NA	86246.5625	78450.9921875	NA	84044.3984375	NA	NA	87521.7734375	NA	NA	84180.046875	NA	NA	NA	NA	NA	NA	84154.3046875
52	62.9972890060101	62.9972509778389	62.997351241964	1595.105	1586.99	1603.7	8	8	87078.5625	86067.0546875	85622.921875	NA	87069.375	NA	90835.2578125	84295.8203125	NA	97751.4296875	NA	NA	NA	NA	NA	NA	NA	93255.625	NA	NA
53	62.9974118845163	62.9973455805051	62.9974471662139	1088.77	1086.72	1093.1	5	5	84267.859375	NA	NA	NA	80387.6015625	NA	NA	NA	NA	NA	84547.2421875	NA	NA	NA	NA	NA	87762.578125	NA	85614.21875	NA
54	62.997311824385	62.9972282206477	62.9974033711543	668.372	660.273	676.823	7	7	NA	NA	NA	59746.78125	61833.84375	59580.87109375	NA	NA	NA	NA	NA	55894.9765625	NA	NA	NA	NA	62698.109375	NA	62146.25	57417.71484375
55	62.9974031688068	62.9972662922676	62.9975310919352	1338.69	1324.43	1347.09	9	9	85931.5703125	NA	88491.625	80135.171875	82312.2734375	NA	80577.9296875	78407.5859375	NA	83763.453125	NA	NA	NA	NA	NA	NA	NA	81480.90625	NA	85797.4453125
56	62.9973061709411	62.9972695249778	62.9974586860498	900.145	889.793	906.149	7	7	NA	NA	NA	75130.7890625	NA	NA	70386.390625	NA	NA	NA	NA	72657.015625	NA	76726.65625	NA	79116.390625	83332.3515625	NA	NA	76132.21875
57	62.9973210851296	62.9972352766841	62.9973790209866	1658.92	1650.55	1672.97	9	9	NA	NA	NA	90017.3828125	NA	86382.2265625	83984.109375	NA	91176.421875	84560.1875	NA	NA	NA	NA	83833.8359375	87484.21875	NA	88610.546875	NA	87512.328125
58	62.9973379645621	62.9973248984674	62.9973926588556	1570.56	1562.57	1578.86	7	7	NA	NA	NA	92163.6640625	NA	NA	NA	NA	100696.5546875	NA	NA	NA	90585.5390625	NA	97164.4375	96957.3984375	91925.8359375	NA	NA	88378.7734375
59	62.9973175950624	62.997292199995	62.9973508637088	996.674	988.309	1002.96	6	6	NA	NA	NA	NA	79991.8515625	80462.0546875	74489.5703125	NA	NA	79181.3203125	83131.3359375	NA	NA	NA	NA	NA	NA	NA	NA	77559.875
60	62.9973284183379	62.9973058658232	62.9973668742606	1726.44	1718.48	1740.62	7	7	NA	NA	NA	86505.703125	NA	85752.09375	NA	NA	86536.0390625	NA	NA	NA	NA	NA	89118.265625	82810.3671875	86018.3203125	NA	NA	87234.25
61	62.9972927300245	62.9972687239222	62.99734730488	1706.76	1697.63	1714.08	6	6	NA	87828.46875	89856.0390625	NA	86296.96875	NA	NA	80966.8984375	NA	NA	81502.796875	NA	NA	NA	NA	NA	NA	85237.953125	NA	NA
62	62.9974925787018	62.9974566105101	62.9976910797735	1306.15	1301.99	1310.34	5	5	NA	NA	NA	NA	NA	NA	NA	NA	81353.9765625	NA	NA	NA	85336	NA	82256.1484375	85755.46875	84352.640625	NA	NA	NA
63	66.0097351051463	66.0096496616211	66.0098419753471	139.526	137.265	139.864	15	15	17810.751953125	NA	16606.470703125	15824.658203125	NA	17667.26171875	15253.9228515625	16262.2890625	16260.98828125	15161.5	16960.125	NA	NA	NA	15006.8388671875	16923.2890625	15018.6435546875	13374.4755859375	16074.11328125	14386.1953125
64	66.0096299624969	66.0094957726783	66.0097510352272	1777.78	1773.59	1782.04	13	13	NA	NA	NA	NA	8677.8984375	9194.42578125	8833.7978515625	8553.3583984375	9183.3330078125	8350.5322265625	8240.7275390625	11656.2431640625	9172.4853515625	NA	7755.1123046875	NA	NA	7982.12939453125	8193.548828125	8876.1474609375
65	66.0097261474787	66.0095608204414	66.0098568537054	1853.565	1851.64	1855.57	10	10	NA	NA	NA	NA	7333.77685546875	7254.02490234375	6742.42626953125	6312.2431640625	6092.21630859375	6235.04541015625	NA	5653.59814453125	NA	NA	6638.68603515625	NA	NA	6595.64892578125	NA	6710.69921875
66	66.0097328479266	66.0096426247143	66.0097771662058	353.8775	344.852	358.897	8	8	16213.2275390625	NA	14390.00390625	NA	NA	12459.8681640625	12328.755859375	14358.181640625	NA	12807.546875	13204.2783203125	NA	NA	NA	NA	14009.3388671875	NA	NA	NA	NA
67	66.0097206075862	66.0096148556581	66.0097834260198	1822.71	1816.93	1825.09	6	6	NA	NA	NA	NA	NA	7791.2255859375	7910.1953125	8356.4990234375	NA	9787.9091796875	NA	NA	NA	NA	NA	NA	NA	7694.60107421875	8769.3955078125	NA
68	66.009724126825	66.0096451255323	66.0097655863819	242.343	233.755	250.258	7	7	NA	NA	11995.6533203125	NA	NA	12121.5029296875	13714.0556640625	NA	10426.060546875	15107.685546875	10427.8134765625	NA	NA	NA	NA	NA	NA	NA	10660.5546875	NA
69	67.0188883868649	67.0188168786973	67.0190296469693	1058.01	1045.71	1070.4	11	11	NA	NA	NA	17356.76953125	NA	16452.771484375	14783.3447265625	NA	NA	NA	16101.759765625	15959.2333984375	18477.830078125	18962.65625	17364.794921875	18098.015625	17459.244140625	NA	NA	18374.283203125
70	67.0189558309865	67.018807318602	67.0189872906408	1037.605	1033.34	1039.56	4	4	12096.80078125	13414.3779296875	11666.64453125	NA	13218.2490234375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
71	71.0140690222737	71.013610763887	71.0142840731744	1304.075	1293.79	1320.33	14	14	NA	NA	NA	90754.0234375	NA	74212.3671875	55712.453125	NA	70379.4375	53942.99609375	60248.4609375	65818.984375	61662.8984375	NA	63687.8125	60156.01171875	63970.0078125	52742.59375	60621.90625	54312.05859375
72	71.0138724263388	71.013792324798	71.014053914981	1049.71	1023.25	1074.44	23	20	53006.22265625	57129.94921875	59416.65234375	83935.515625	69861.5	73670.0078125	80420.15625	68978.78125	79494	22088.154296875	71106.078125	73721.6640625	75568.3828125	71583.53125	70872.7421875	72512.1484375	76206.828125	83614.015625	73102.2734375	77016.4296875
73	71.0138343997931	71.0137371664692	71.0139024219689	797.6985	775.008	828.416	20	20	66698.296875	51778.0390625	48905.16015625	70060.2109375	46877.79296875	45842.828125	53173.4375	38139.31640625	39335.9453125	38846.23828125	35723.75390625	37286.14453125	36800.21875	39480.58203125	31855.67578125	35543.10546875	34855.6171875	41530.8359375	37414.453125	45718.796875
74	71.0139017643448	71.0135561078941	71.014272280977	1277.435	1265.28	1287.97	14	14	92522.0859375	87052.5234375	82669.734375	67312.296875	87055.875	60690.3203125	NA	62876.7578125	56989.2421875	NA	NA	NA	52579.578125	48400.84375	48767.43359375	51805.2890625	52911.62890625	NA	53526.2421875	NA
75	71.0138702129535	71.0138074118299	71.0141081824538	1436.35	1425.2	1449.7	14	14	NA	NA	NA	179634.359375	NA	141405.53125	127014.3359375	NA	105565.6875	104724.109375	NA	106242.9140625	104300.46875	99441.828125	98350.8125	100098.6484375	96390.53125	103755.1171875	102059.640625	103057.03125
76	71.0139588550142	71.0138337150833	71.0141104390725	1334.845	1328.95	1345.05	8	8	15139.54296875	14706.552734375	NA	NA	14861.6669921875	NA	67227.671875	NA	NA	66597.21875	18243.400390625	NA	NA	NA	NA	NA	NA	66333.2890625	NA	62567.96484375
77	71.0138521164196	71.0138175133375	71.013922428746	1415.89	1412.65	1420.91	6	6	137870.484375	132284.65625	139658.53125	NA	177462.296875	NA	NA	111081.46875	NA	NA	98011.0625	NA	NA	NA	NA	NA	NA	NA	NA	NA
78	71.0138633108702	71.013787877557	71.0139163094127	996.571	982.159	1000.76	9	9	NA	NA	NA	39529.70703125	NA	31010.8671875	NA	NA	25735.634765625	NA	21801.44921875	NA	21112.4609375	NA	19087.8046875	20291.197265625	19175.919921875	NA	19486.443359375	NA
79	71.013841686779	71.0137841480847	71.0139052117179	1207.71	1193.33	1223.97	10	10	NA	NA	NA	35290.59765625	NA	31714.115234375	NA	NA	25947.8046875	NA	23251.865234375	22490.513671875	24634.560546875	NA	24345.439453125	25034.056640625	21896.345703125	NA	22195.9921875	NA
80	71.0136272759744	71.0136054219485	71.0136631703427	1249.825	1244.54	1258.93	6	6	75964.0546875	69220.328125	67285.1796875	NA	67695.6015625	NA	NA	49291.3203125	NA	NA	53030.625	NA	NA	NA	NA	NA	NA	NA	NA	NA
81	71.0138271506276	71.0138108784666	71.0138783544004	1011.885	1010.82	1013.22	4	4	68531.109375	60582.60546875	NA	NA	NA	NA	27311.66796875	NA	NA	NA	NA	20787.35546875	NA	NA	NA	NA	NA	NA	NA	NA
82	71.0138740224755	71.0137646706111	71.0139865159304	1235.41	1234.12	1238.74	4	4	NA	NA	NA	NA	NA	NA	26174.982421875	NA	NA	22078.388671875	NA	NA	NA	NA	NA	NA	NA	19397.77734375	NA	17714.521484375
83	71.0138090750561	71.013737139953	71.0138844272937	969.852	967.762	978.392	5	5	42446.2109375	38036.04296875	33418.5625	NA	30422.55859375	NA	NA	26664.3984375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
84	71.0138389647424	71.0137179853711	71.0138738040459	1181.02	1176.88	1187.52	5	5	34739.48046875	31108.841796875	32338.98828125	NA	30389.78515625	NA	NA	24165.453125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
85	71.0138756574673	71.0138380681781	71.0140084990726	1359.495	1353.44	1377.74	6	6	NA	NA	NA	17869.228515625	NA	NA	NA	NA	15194.2490234375	NA	NA	NA	16928.4453125	NA	18421.5	15518.5888671875	NA	NA	16573.087890625	NA
86	71.013799477204	71.0137700070951	71.0139324029525	896.0255	893.788	898.332	4	4	20754.837890625	16686.486328125	NA	NA	16328.8828125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7370.25048828125	NA	NA
87	71.0137329004063	71.0136976720026	71.0138331137119	478.038	467.557	486.307	5	5	15781.6494140625	17111.515625	NA	NA	20983.099609375	20393.640625	NA	12739.724609375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
88	72.9696530702237	72.9695335636765	72.9697481540645	197.158	194.898	199.046	6	6	NA	NA	NA	NA	NA	NA	13821.0048828125	NA	NA	8676.001953125	NA	9986.8515625	11237.32421875	NA	NA	11172.7822265625	NA	22901.619140625	NA	NA
89	72.9698694508638	72.9697342142654	72.9699722989093	1703.83	1683.63	1722.59	12	12	NA	NA	NA	266356.34375	NA	353101.71875	334533.1875	NA	250722.203125	344778.71875	NA	287332.875	324519.875	226616.234375	400628.71875	347474.40625	371593.75	NA	305628.5	NA
90	72.9697235068945	72.9696954597006	72.9698394247165	1667.005	1656.67	1677.18	6	6	220646.125	205314.5	228946.578125	NA	218392.96875	NA	NA	327918.65625	NA	NA	316695.5625	NA	NA	NA	NA	NA	NA	NA	NA	NA
91	72.9931974125559	72.993009818908	72.9932896144896	745.57	730.29	768.961	20	20	118760.6484375	124396.7265625	131088.21875	158615.5	165317.859375	167891.15625	143690.546875	168651.3125	184097.953125	272548.96875	283641.40625	275236.875	322368.40625	326316.1875	355173.15625	359290.0625	380212.875	322889.28125	386224.6875	330429.21875
92	72.9930593576368	72.9928770603859	72.9932646674787	1431.21	1412.65	1449.7	19	19	NA	68567.84375	71796.6171875	103638.9453125	99042.3984375	83658.9609375	74989.8671875	66699.3984375	58778.70703125	53690.83984375	53375.14453125	53649.6640625	52045.15234375	54294.83984375	53529.27734375	53560.7578125	56687.07421875	55419.70703125	55676.4453125	53675.484375
93	72.9931826175088	72.9931004991515	72.9933809493332	1226.33	1211.71	1236.53	11	11	NA	NA	12460.12890625	NA	15855.1103515625	12922.279296875	NA	16371.9287109375	15227.4501953125	NA	20728.11328125	NA	22565.005859375	NA	20235.111328125	20338.39453125	19489.275390625	NA	16990.712890625	NA
94	72.9931664648045	72.9930726722431	72.9935195778317	1250.59	1242.53	1256.91	7	7	NA	NA	NA	13215.185546875	NA	NA	15382.3671875	NA	NA	24163.439453125	NA	22817.150390625	NA	21092.38671875	NA	NA	NA	19862.021484375	NA	19839.90625
95	74.024827970752	74.0247497442671	74.0250258406204	1373.74	1361.75	1381.95	9	9	NA	NA	NA	182612.03125	NA	124582.71875	NA	NA	100857.5546875	NA	NA	104642.0859375	104770.390625	NA	91350.0859375	103884.671875	102816.3046875	NA	99437.046875	NA
96	74.0244888007137	74.0243275636648	74.0245668583976	1281.55	1273.59	1291.74	7	7	NA	NA	NA	NA	NA	48779.66796875	NA	NA	48541.62890625	NA	NA	49448.265625	NA	NA	44885.76953125	47628.84765625	50338.31640625	NA	42237.36328125	NA
97	74.0248335843198	74.0247537565785	74.024848126223	1347.21	1342.95	1357.35	6	6	161775.921875	169618.265625	150035.40625	NA	153774.328125	NA	NA	98638.765625	NA	NA	89904.625	NA	NA	NA	NA	NA	NA	NA	NA	NA
98	74.024806715753	74.0247723648981	74.025145365938	1394.27	1387.95	1396.39	5	5	NA	NA	NA	NA	NA	NA	122716.0234375	NA	NA	110497.703125	NA	NA	NA	108406.8515625	NA	NA	NA	108101.3046875	NA	117689.796875
