	mz	mzmin	mzmax	rt	rtmin	rtmax	npeaks	pbqc_test_data	pbQC001	pbQC002	pbQC003	pbQC004	pbQC005
827	283.263922885846	283.263876322414	283.263969449277	1374.94	1373.98	1375.9	2	2	18626.3984375	12113.6904296875	NA	NA	NA
144	88.0405786337254	88.0403653182353	88.04076510965	1375.9	1369.88	1394.51	5	5	458049.3125	361141.34375	348204.9375	268365.21875	186525.25
409	166.054318944423	166.054300070338	166.05433881305	1375.9	1373.98	1375.96	3	3	26109.4921875	30828.470703125	32148.2109375	NA	NA
126	85.0295291636075	85.0294960715965	85.0295809652243	1378.01	1376.03	1382.05	3	3	27993.326171875	25461.783203125	25228.119140625	NA	NA
181	99.008934733041	99.0088517453204	99.0092390476745	1379.005	1373.98	1390.26	4	4	70425.1796875	66651.890625	63469.8359375	42204.6015625	NA
940	334.125246322226	334.125117025298	334.125322416295	1379.005	1371.93	1388.21	4	4	91665.53125	136492.328125	136521.75	119181.953125	NA
124	83.0140561316078	83.0140450115144	83.0140672517011	1379.04	1376.03	1382.05	2	2	11529.8720703125	11786.314453125	NA	NA	NA
346	154.062393631297	154.062219731494	154.062575960428	1380	1371.93	1398.61	5	5	322539.75	418744.09375	444077.75	396670.3125	241247.6875
364	155.065418526066	155.065214141273	155.065428179655	1380	1371.93	1388.21	3	3	23360.64453125	33630.078125	NA	30223.185546875	NA
579	217.031190728588	217.030983271174	217.031370254986	1380	1373.98	1388.21	3	3	15834.4443359375	13928.484375	NA	12204.62890625	NA
595	226.996423229853	226.996294664923	226.996491658866	1380.03	1373.98	1390.26	4	4	61146.515625	40141.4453125	37354.1640625	30215.44921875	NA
608	236.004908987938	236.004807853034	236.004965066079	1380.03	1373.98	1390.26	4	4	54022.78125	44565.96484375	42455.85546875	32517.66015625	NA
649	242.051793963281	242.051655669666	242.051945680146	1380.03	1373.98	1390.26	4	4	117839.7734375	110483.6640625	121411.7265625	116212.9296875	NA
739	254.015453141356	254.015412220997	254.015470586667	1380.03	1373.98	1390.26	4	4	245210.59375	183256.03125	184457.234375	140880.125	NA
1065	365.036352278802	365.036252034024	365.036452523581	1380.095	1380.06	1380.13	2	2	23346.46484375	NA	14740.2197265625	NA	NA
324	142.99860124369	142.998473189242	142.998729298137	1381.055	1380.06	1382.05	2	2	NA	10309.1015625	11800.642578125	NA	NA
327	145.014424961994	145.014229956894	145.014556802392	1381.055	1373.98	1390.26	4	4	24165.998046875	22032.498046875	21380.42578125	18743.681640625	NA
575	215.033394751672	215.033204185973	215.033672506409	1381.055	1373.98	1390.26	4	4	40935.828125	34240.12109375	32412.353515625	32239.603515625	NA
1061	359.120671840016	359.120461582678	359.120796699469	1381.055	1373.98	1390.26	4	4	22715.576171875	32514.392578125	26796.85546875	25355.064453125	NA
213	112.988311863843	112.988174012408	112.988525212188	1382.05	1373.98	1400.66	5	5	40446.3671875	35374.82421875	28908.49609375	20147.419921875	16240.6904296875
278	129.019460326235	129.019365124836	129.019615082746	1382.05	1373.98	1400.66	5	5	148788.734375	116678.6640625	113194.9140625	73501.109375	30523.119140625
460	173.009188461837	173.008963545558	173.009307210242	1382.05	1373.98	1400.66	5	5	71602.6484375	63629.390625	61160.31640625	39007.6640625	22389.724609375
474	179.056180852515	179.056047014032	179.056350289859	1382.05	1376.03	1400.66	5	5	104883.3203125	112016.671875	104805.34375	91067.6328125	89555.4609375
650	243.056524758847	243.056280743369	243.056734578852	1382.05	1380.06	1394.36	3	3	NA	8630.48828125	9148.2880859375	9999.4453125	NA
678	248.973251287466	248.973086117168	248.973305388458	1382.05	1373.98	1398.61	5	5	3375935.5	3487177.75	3604957.75	3500158.75	3188205.25
1052	353.072620745507	353.071803106888	353.073547375218	1382.05	1376.03	1400.66	5	5	35276.3359375	36770	30608.68359375	21267.6953125	12949.2177734375
1171	417.186933850749	417.186698694192	417.187311698134	1382.05	1373.98	1392.31	3	3	4029.30688476562	4347.0791015625	NA	4567.08251953125	NA
1120	383.046487110741	383.046403830548	383.046535636564	1382.08	1376.03	1392.31	4	4	38099.65234375	27411.24609375	29636.240234375	21348.94140625	NA
203	103.999007963642	103.998900536396	103.999090800888	1382.11	1371.93	1384.1	3	3	17821.919921875	18595.984375	18221.525390625	NA	NA
216	113.02460124451	113.024256529657	113.024805089775	1382.11	1363.61	1402.71	7	5	39081.93359375	39664.25	35124.16796875	32264.955078125	22565.78515625
335	147.030275684793	147.030237073895	147.030323037061	1383.105	1376.03	1394.36	4	4	102054.828125	83626.9375	78188.625	63492.3828125	NA
523	192.023205721049	192.022993486917	192.023444922416	1383.105	1378.08	1392.31	4	4	23463.31640625	16289.7138671875	19393.03125	17137.013671875	NA
1066	366.108643445334	366.108328783007	366.109005550224	1383.105	1376.03	1392.31	4	4	14820.85546875	20345.154296875	28184.09375	25255.982421875	NA
1068	367.10494400305	367.104679162761	367.105205847279	1383.105	1373.98	1392.31	4	4	61685.984375	81110.671875	102274.203125	98142.2578125	NA
72	71.0140381305962	71.0139603794345	71.0141788236954	1384.1	1378.08	1400.66	5	5	94949.9609375	93379.8203125	87792.4375	71120.34375	61055.34375
149	89.0247675272763	89.0245800734595	89.0248597678009	1384.1	1378.08	1400.66	5	5	144027.359375	137528.375	131329.921875	111467.25	107064.140625
190	101.024591744016	101.024506865564	101.024818080084	1384.1	1378.08	1402.71	5	5	41641.234375	47755.8046875	56371.86328125	53999.30859375	35286.44140625
709	249.975395175636	249.975268435326	249.975483064872	1384.1	1373.98	1396.56	5	5	80955.78125	83156.625	90914.0859375	82104.703125	78529.875
62	62.9975493754171	62.9974181637227	62.9976805871115	1384.105	1380	1388.21	2	2	NA	68351.1171875	NA	71419.9453125	NA
489	184.061708286712	184.061472759671	184.061717341626	1384.16	1378.08	1386.15	3	3	13950.572265625	11589.453125	13995.75	NA	NA
393	161.046821481874	161.046318494105	161.047241628752	1385.155	1378.08	1394.36	4	4	76389.7578125	86791.0859375	88407.3046875	83722.0078125	NA
14	60.9931747112785	60.9930632537626	60.993270684796	1386.15	1380.13	1386.21	3	3	6736.31787109375	7426.833984375	7689.37646484375	NA	NA
511	191.019985109903	191.01982766802	191.020069991023	1386.15	1378.08	1402.71	5	5	287946.75	225567.671875	234691.703125	206727.953125	49494.06640625
497	189.004024032349	189.003975706169	189.004046050253	1386.21	1380.13	1388.2	3	3	22552.900390625	13303.4345703125	8115.88916015625	NA	NA
1072	371.082936532812	371.082886964515	371.083085288415	1388.23	1382.18	1396.41	4	4	68647.390625	39334.4453125	36296.09765625	26190	NA
931	329.123369566485	329.123147354996	329.123653873213	1389.255	1376.03	1400.52	4	4	16514.603515625	14726.9765625	15076.9638671875	17246.623046875	NA
466	174.017135253689	174.017102636214	174.017167871163	1392.33	1390.31	1394.35	2	2	NA	54898	52256.671875	NA	NA
225	115.003812207849	115.0037129633	115.00384399396	1393.355	1388.33	1402.56	4	4	92685.3125	74817.1328125	60955.4453125	46085.66796875	NA
138	87.0089316056398	87.0088466072325	87.008962027914	1394.35	1386.28	1408.86	5	5	103758.1953125	83046.25	74235.4921875	55311.21875	15898.9794921875
470	175.025061287785	175.024953982559	175.025139448394	1394.38	1388.33	1402.56	4	4	4306039.5	3301882.75	2602720.75	1732876.375	NA
1118	382.101154898775	382.10078748833	382.101250778804	1397.455	1392.43	1406.67	4	4	10918.51171875	12430.48046875	15116.408203125	20113.865234375	NA
195	102.056156755928	102.056071442834	102.056281423187	1402.55	1396.53	1419.11	5	5	123592.8671875	123586.5234375	133812.84375	134515.140625	108398.640625
266	128.035359722076	128.035270219584	128.035453879083	1402.55	1396.53	1419.11	5	5	73422.6875	69576.453125	80864.1875	76867.046875	62526.59375
332	146.046212513628	146.046080979139	146.04623985851	1402.55	1396.53	1419.11	5	5	2713348	2698458.75	2995799.25	2970747	2406955.5
329	145.062131241652	145.062130560856	145.062131922447	1409.815	1406.67	1412.96	2	2	NA	NA	NA	281854.28125	294471.84375
564	207.014558646698	207.014387749875	207.01472954352	1411.805	1410.81	1412.8	2	2	NA	9745.49609375	6890.1376953125	NA	NA
119	79.9575921435119	79.9575087338059	79.9577163587694	1416.9	1410.88	1433.46	5	5	110255.75	92030.2109375	84994.15625	75594.6328125	55787.28515625
258	124.007654611797	124.007540061462	124.007894807654	1416.9	1410.88	1433.46	5	5	1474833.375	1201548.125	1053124.125	873789.5625	668821.3125
1328	560.873942494524	560.873887789913	560.873987767583	1421.13	1416.96	1425.1	3	3	14193.91796875	15248.8076171875	15728.6083984375	NA	NA
805	267.071883509529	267.07178247816	267.072096932456	1422.055	1417.03	1429.22	4	4	31744.55859375	26991.0390625	31351.43359375	28160.646484375	NA
293	132.030396592293	132.030296340378	132.030507276719	1423.05	1417.03	1437.57	5	5	1492185.75	1356240.25	1503775	1317809.5	1037872.625
1379	562.872101113018	562.87193323288	562.872268993156	1423.145	1419.01	1427.28	2	2	6483.68115234375	NA	7085.2783203125	NA	NA
143	88.0404822385217	88.0403577516597	88.0405982177386	1425.1	1419.08	1439.61	5	5	100247.9609375	95761.59375	97870.578125	91511.25	74448.8984375
642	238.978400746058	238.97838491948	238.978438933559	1427.18	1423.18	1439.61	4	4	9154.1708984375	5528.9775390625	5748.92236328125	NA	10136.37109375
766	255.232697244988	255.232683373779	255.232711116197	1429.265	1425.1	1433.43	2	2	18784.708984375	11395.447265625	NA	NA	NA
574	214.04865239322	214.048575876752	214.048893917037	1431.25	1425.23	1445.77	5	5	394063.84375	336185.375	342845.65625	289552	288418.9375
577	215.054245415728	215.053912929211	215.054765949896	1431.32	1427.28	1445.77	5	5	26890.41015625	23329.89453125	24118.31640625	20476.423828125	18496.087890625
838	283.263892525836	283.263827723013	283.263957328659	1433.365	1431.25	1435.48	2	2	19013.984375	12463.4833984375	NA	NA	NA
371	157.050716135077	157.05064664245	157.050953093201	1437.4	1433.43	1449.87	5	5	14254.2919921875	14088.7490234375	16414.0703125	16175.193359375	12950.306640625
446	169.098187015271	169.097952899349	169.098421131192	1438.46	1437.47	1439.45	2	2	NA	6785.75390625	7461.00390625	NA	NA
506	191.019862615992	191.019840770149	191.019908504813	1438.46	1435.48	1445.62	4	4	342842.53125	241160.484375	224694.484375	192797.09375	NA
912	306.076318720252	306.076253656231	306.076383784272	1438.49	1435.48	1441.5	2	2	18570.0859375	6723.9833984375	NA	NA	NA
96	74.0249227860004	74.0248143000073	74.0250175801492	1439.45	1433.43	1453.97	5	5	261081	210122.796875	180879.296875	139929.59375	123584.0546875
524	192.023023719257	192.022790924564	192.023048013032	1439.45	1435.48	1439.52	3	3	24759.99609375	18706.001953125	16701.603515625	NA	NA
137	87.0088712071387	87.0087082628902	87.0089437985126	1439.485	1435.48	1447.67	4	4	78038.21875	59067.30859375	54366.76953125	44336.68359375	NA
486	184.061559364084	184.061317115797	184.061614380957	1439.485	1435.48	1445.62	4	4	15171.16796875	15730.5224609375	19007.5390625	17430.453125	NA
1238	444.972282778029	444.972184571329	444.972380984729	1439.485	1439.45	1439.52	2	2	NA	2193.64331054688	2330.22216796875	NA	NA
12	60.9929960018374	60.9929618474731	60.9932439517264	1439.52	1439.45	1439.58	3	3	4443.8798828125	4178.404296875	4426.49365234375	NA	NA
326	145.014232195002	145.01414870776	145.014290880502	1439.52	1433.43	1458.07	5	5	56559.76953125	45786.48046875	46084.56640625	35616.41015625	20041.490234375
456	170.997364125014	170.997050717083	170.997406752203	1439.52	1435.48	1441.5	3	3	29926.45703125	33499.96875	30329.13671875	NA	NA
667	248.973009080959	248.9729440327	248.973041157711	1439.52	1435.48	1453.97	5	5	2746171.75	2674701.75	2889884.75	2658581.5	2491730.75
815	281.087591808647	281.087276416328	281.087907200966	1439.555	1437.54	1441.57	2	2	4126.82861328125	NA	3831.10693359375	NA	NA
34	62.9974971008763	62.9973354071684	62.9975618178682	1440.51	1437.54	1447.67	4	4	75143.421875	75624.796875	76125.8125	78920.78125	NA
532	195.050929398725	195.050753851863	195.050968725654	1440.51	1435.48	1447.67	4	4	228265.28125	174967.6875	236312.046875	174239.1875	NA
873	294.029351071857	294.028768743626	294.029933400089	1440.55	1435.48	1445.62	2	2	24305.798828125	NA	NA	10243.4814453125	NA
316	140.071689611185	140.071633466309	140.071842732985	1441.5	1433.43	1458.07	5	5	13689.8212890625	14339.3193359375	14981.9072265625	15661.0625	10210.728515625
344	154.062195084474	154.062044790236	154.062203576151	1441.5	1435.48	1456.02	5	5	91087.09375	102236.1640625	83075.8359375	60553.7734375	121011.8671875
695	249.975234931584	249.975194397767	249.975296348447	1441.5	1435.41	1447.82	5	5	62055.03125	70066.0234375	64454.25	62335.98828125	59465.64453125
170	94.9808331484513	94.9806677871841	94.9808756263364	1441.57	1435.48	1456.02	5	5	50579.55078125	70881.8046875	80745.1796875	87745.46875	118732.921875
189	101.02455866045	101.02432409345	101.024730406867	1441.57	1435.48	1456.02	5	5	26706.400390625	24947.712890625	24322.826171875	24451.56640625	12764.4345703125
273	129.019442077692	129.019300826918	129.01951169226	1441.57	1437.54	1456.02	5	5	161933.015625	144438.734375	134580.265625	126050.171875	68137.1796875
392	161.045579870302	161.045431274428	161.045641813181	1441.57	1439.58	1443.55	3	3	42486.15234375	38539.06640625	37007.34375	NA	NA
932	329.124189942718	329.123961408667	329.12441847677	1443.595	1439.52	1447.67	2	2	NA	NA	11914.87890625	11056.19921875	NA
246	117.019432792189	117.019246718629	117.019657871017	1443.62	1439.58	1456.02	5	5	72255.7734375	62678.99609375	65901.7265625	59086.43359375	40588.32421875
476	179.056159039369	179.056079676691	179.056265160848	1443.62	1443.55	1449.72	3	3	NA	14361.6044921875	12873.533203125	12899.400390625	NA
589	221.066442311119	221.066426471064	221.067108783231	1443.62	1439.58	1449.72	3	3	9624.146484375	NA	7230.560546875	6998.41064453125	NA
1032	341.108495683777	341.108487914568	341.1086706185	1443.62	1439.58	1445.6	3	3	34196.80859375	31835.39453125	25234.173828125	NA	NA
334	147.030088966454	147.029968575017	147.030166615357	1445.6	1439.58	1458.07	5	5	1225897.375	1118634.875	1166244.5	1091180.375	543605.125
338	148.033625080066	148.033215490762	148.033830395458	1445.6	1439.58	1458.07	5	5	62511.75390625	61549.44921875	62037.17578125	59324.765625	29666.4453125
110	76.9702430989636	76.9701725504997	76.9703251192336	1445.61	1441.57	1456.02	4	4	NA	22319.41796875	25941.099609375	25327.3359375	35121.5
415	166.054003129683	166.053819702	166.054003426581	1445.67	1443.69	1447.65	3	3	36607.66796875	40530.83984375	41097.16796875	NA	NA
459	173.008716451963	173.008618603872	173.008829905608	1447.685	1441.64	1455.87	4	4	37429.73828125	32146.623046875	30942.267578125	38648.62109375	NA
778	259.022374374589	259.022338117366	259.022570397418	1459.95	1455.99	1470.37	5	5	55999.8125	48418.9765625	56200.17578125	63820.30859375	57111.78515625
869	292.923204776496	292.923121552068	292.923288000925	1461.08	1460.09	1462.07	2	2	276978.125	NA	240808.03125	NA	NA
27	62.9641938688484	62.9641832396557	62.9643056685958	1463.065	1458.04	1468.17	4	4	20518.8359375	14901.8994140625	16123.4716796875	14904.2001953125	NA
117	78.959330476453	78.9592203604125	78.959473917164	1464.06	1460.09	1476.52	5	5	686455.75	547310.3125	537487.375	412831.46875	183498.296875
530	194.946630258217	194.946469857398	194.946775908564	1464.06	1458.04	1476.52	5	5	787029.75	636804.6875	623145.6875	546706.25	235671.796875
747	254.913332387029	254.913116053456	254.913357053063	1464.06	1462.07	1470.22	3	3	NA	26222.947265625	29364.94140625	23636.53515625	NA
468	174.946990164833	174.94671923433	174.947089153538	1464.09	1460.09	1470.22	4	4	19621.443359375	23695.46875	28079.5859375	26492.861328125	NA
177	96.9697878342172	96.9696943076013	96.9702174393344	1464.12	1460.09	1476.52	5	5	1721675.25	1280186.625	1332245.875	1050260.875	371078.4375
198	103.003691729949	103.00362849984	103.003832687357	1470.27	1466.24	1482.67	5	5	33970.93359375	35552.77734375	40687.0078125	37252.1171875	36653.32421875
398	163.02489212544	163.024635715458	163.024960195247	1472.26	1468.29	1480.62	5	5	33734.859375	34941.78515625	42498.85546875	45958.33984375	39543.734375
1031	341.108484687203	341.108329351223	341.108658201676	1472.26	1464.22	1476.37	5	5	38593.47265625	32294.2890625	32070.533203125	29505.197265625	27000.201171875
913	307.006818859735	307.006803055061	307.006834664409	1472.325	1470.34	1474.31	2	2	98750.546875	112009	NA	NA	NA
816	281.086885844119	281.086534579255	281.087237108983	1474.405	1472.39	1476.42	2	2	2846.01904296875	NA	2630.3955078125	NA	NA
837	283.26378436996	283.263764806259	283.26380393366	1476.425	1474.31	1478.54	2	2	18910.23046875	13037.6787109375	NA	NA	NA
759	255.232694181801	255.232594659449	255.232793704152	1476.425	1474.44	1478.41	2	2	18962.923828125	12359.37109375	NA	NA	NA
95	72.9930920129347	72.9929759074546	72.9932195420674	1478.44	1476.49	1488.82	4	4	94408.328125	79010	83619.9375	NA	60987.26171875
296	134.017813891096	134.017704693746	134.017920752777	1478.47	1476.49	1488.82	5	5	399612.03125	358207.75	381957.8125	372063.125	261634.5625
720	249.975109077917	249.975076914995	249.975141240839	1479.53	1478.54	1480.52	2	2	41326.42578125	NA	42466.33203125	NA	NA
148	89.0245022152525	89.0243326021151	89.0246137503139	1480.46	1476.49	1488.82	5	5	109261.8125	91687.1328125	94260.4140625	97285.40625	74388.1875
295	133.014551922547	133.014427239924	133.01459491754	1480.46	1476.49	1488.82	5	5	8605149	7774236.5	8151151.5	7859422	6065930
504	191.019987667089	191.019819934015	191.020026422125	1480.46	1476.49	1492.92	5	5	380501.65625	513746.90625	435520.40625	542938.25	750149
521	192.023042159903	192.022810185437	192.023097302613	1480.46	1476.49	1492.92	5	5	27027.568359375	36813.921875	30927.845703125	39732.3828125	51133.66015625
1234	444.972828703294	444.972812001159	444.97302579926	1480.46	1476.49	1480.52	3	3	2362.12109375	3004.3935546875	2676.78515625	NA	NA
69	71.0139520541179	71.0138652330316	71.0140137839917	1480.52	1476.49	1488.82	5	5	157693.96875	146734.9375	153489.546875	146311.140625	106952.1953125
224	115.00382231851	115.003710557621	115.00387488741	1480.52	1476.49	1488.82	5	5	555899.625	458982.875	536351.125	501469.84375	364951.5625
136	87.0088267265548	87.0086386962509	87.0088999652607	1482.51	1476.49	1492.92	5	5	68370.96875	85916.671875	79161.2109375	81640.796875	113232.7421875
272	129.01939464896	129.019186443659	129.019453053671	1482.51	1478.54	1494.97	5	5	98332.046875	116445.953125	104061.1328125	118598.0546875	160018.3125
567	209.030331943204	209.030186173041	209.030372708887	1482.51	1476.49	1492.92	5	5	230874.6875	306703.3125	266251.34375	331384.46875	412438.46875
572	210.033551526449	210.033265505115	210.033601857276	1482.51	1478.54	1492.92	5	5	19754.572265625	23856.05859375	23994.611328125	26458.611328125	30096.673828125
686	248.972854704853	248.972821536623	248.972887873083	1482.575	1480.59	1484.56	2	2	1659920	1598475.5	NA	NA	NA
194	101.024456895772	101.024436773553	101.02456276739	1484.57	1480.46	1494.97	3	3	NA	18719.091796875	NA	17533.857421875	13607.6845703125
333	147.029993475487	147.029833895234	147.030123409101	1486.61	1482.64	1497.02	5	5	142773.109375	176557.4375	156674.8125	189330.453125	244719.640625
911	306.075272995167	306.07433247339	306.07567868317	1486.61	1484.62	1492.92	5	5	12428.1162109375	8790.9541015625	10785.1787109375	10058.4970703125	8074.1435546875
174	94.9807280058035	94.9805790149305	94.9808708606611	1489.69	1484.69	1494.97	4	4	61874.17578125	88915.9453125	NA	119125.2265625	160885.90625
777	259.022278129626	259.022215082742	259.022385291747	1490.77	1488.79	1497.02	5	5	79204.7578125	63540.25390625	69680.1171875	67120.1640625	44766.2265625
114	76.9702342994754	76.9702155593878	76.970253039563	1491.845	1488.72	1494.97	2	2	NA	NA	30664.400390625	NA	49726.03125
204	105.019334151749	105.019106897894	105.019403697277	1494.81	1490.84	1503.17	5	5	14436.5146484375	22969.6875	36646.34375	45009.56640625	75297.234375
493	184.985681342115	184.985609233532	184.985753450698	1495.98	1490.84	1501.12	2	2	454838.375	NA	NA	NA	205705.21875
581	218.03079750748	218.030786035045	218.030808979914	1497.97	1494.82	1501.12	2	2	NA	NA	NA	5362.06494140625	4481.05859375
472	179.056099693841	179.055964979217	179.056258687862	1498.97	1496.99	1509.32	5	5	492180.09375	393109.84375	377808.5	310795.25	221471.765625
565	208.0180003852	208.017861766979	208.018139003421	1500	1499.04	1500.96	2	2	142556.84375	133532.171875	NA	NA	NA
563	207.014695917326	207.014575382278	207.014772924787	1501.02	1499.04	1509.32	5	5	2349332.25	2222503.25	2541136	2465221	1426717.75
300	135.030028369652	135.029860096655	135.030102947781	1503.04	1499.04	1509.32	4	4	2286513.25	2456046.25	2378582.5	NA	2360198
106	75.0087256199884	75.0085091252255	75.0088027322561	1503.07	1499.04	1511.37	5	5	58474.1171875	58869.4375	66836.234375	65048.0234375	57117.3515625
28	62.9640758495914	62.9640411134197	62.9642672939216	1507.17	1505.19	1509.18	3	3	6264.8759765625	NA	7590.8564453125	9878.69140625	NA
116	78.9592819771371	78.9589818019889	78.9594470711945	1509.16	1505.19	1513.42	5	5	176569.453125	171769.53125	213438.5	234572.96875	195161.109375
412	166.054090026316	166.053969615967	166.054178210728	1511.34	1511.27	1513.26	3	3	23821.935546875	25869.17578125	26133.09765625	NA	NA
172	94.9807225332042	94.9805179404151	94.9808988032966	1513.325	1511.27	1521.62	4	4	73129.890625	104401.03125	115196.296875	NA	190174.6875
112	76.9701750449114	76.9700482190327	76.9702913193676	1515.33	1513.26	1521.62	3	3	NA	31647.521484375	NA	39426.13671875	60600.265625
833	283.263914226732	283.263888213622	283.263940239842	1516.4	1515.31	1517.49	2	2	20517.6640625	13744.54296875	NA	NA	NA
454	170.996694334977	170.996652526105	170.99685331479	1517.37	1515.37	1523.67	4	4	NA	26331.51171875	29738.72265625	29472.89453125	34419.76171875
469	174.946935895937	174.946902438106	174.947062746042	1517.38	1511.21	1517.42	3	3	NA	9468.5224609375	10193.43359375	12558.7685546875	NA
372	157.05039670068	157.050394929851	157.050398471509	1517.47	1513.32	1521.62	2	2	NA	NA	5805.78173828125	NA	7048.80517578125
202	103.999010615045	103.998933765367	103.999081045466	1517.52	1517.42	1521.48	3	3	NA	NA	13440.873046875	13688.3203125	13971.109375
490	184.061304479557	184.061221781086	184.061387178027	1519.49	1517.36	1521.62	2	2	NA	7532.6474609375	NA	NA	12636.876953125
31	62.9973637546187	62.9972846905576	62.9974198225007	1520.445	1517.42	1521.59	4	4	87840.21875	89125.8828125	90274.9140625	84590.046875	NA
404	165.039826674886	165.039826500718	165.039826849054	1520.525	1519.43	1521.62	2	2	NA	NA	NA	17485.291015625	15688.7060546875
522	192.022903520234	192.022628592582	192.023242704352	1523.54	1521.59	1531.87	4	4	66066.078125	65399.4453125	73275.171875	NA	27130.033203125
140	87.0087294617819	87.0086671591176	87.0089960588515	1523.57	1521.59	1527.63	3	3	25619.896484375	NA	26947.2265625	29842.029296875	NA
502	191.01973140083	191.019542355956	191.019906421424	1523.57	1521.59	1531.87	5	5	997356	918888.8125	1124126	1212691.75	390186
758	255.23263531655	255.232587976857	255.232682656242	1524.6	1523.51	1525.69	2	2	22269.7265625	12230.7353515625	NA	NA	NA
284	129.01929285962	129.019270604855	129.019315114385	1524.63	1523.64	1525.62	2	2	24126.19140625	NA	28194.140625	NA	NA
6	60.9929808194313	60.9929502427082	60.993261930697	1529.69	1527.74	1535.97	4	4	11187.09375	12087.1064453125	18268.453125	NA	19028.884765625
145	88.9881470696137	88.9880563569775	88.9882710069082	1529.72	1527.74	1535.97	5	5	108063.6953125	110106.390625	151695.40625	205237.1875	232169.765625
118	79.9575166768084	79.9573465421363	79.9576091105877	1533.835	1531.77	1538.02	4	4	66324.6953125	NA	75842.6328125	76792.4375	73987.0546875
829	283.263821623821	283.263795402526	283.263847845115	1551.255	1550.16	1552.35	2	2	21022.482421875	12800.1044921875	NA	NA	NA
410	166.054130452934	166.054002026621	166.054149389315	1554.4	1554.33	1556.31	3	3	19607.267578125	20587.337890625	20301.53515625	NA	NA
453	170.996541710781	170.996476718924	170.996677778362	1557.37	1554.4	1560.43	4	4	12677.677734375	15274.1123046875	18172.072265625	20248.787109375	NA
282	129.019381881044	129.019304464287	129.019459297801	1557.38	1556.38	1558.38	2	2	NA	NA	10821.7451171875	11388.57421875	NA
345	154.061899202986	154.061868622005	154.062013271677	1558.36	1556.45	1560.58	3	3	40774.65625	30068.921875	NA	NA	37764.39453125
496	188.981536563185	188.981412426957	188.981595892566	1558.36	1554.4	1566.73	5	5	19489.94140625	12653.42578125	15275.3916015625	11989.6044921875	16837.13671875
169	94.9808929996226	94.980857316405	94.9809057441995	1558.43	1556.45	1562.63	5	5	80351.3828125	121856.7421875	144154.953125	167916.21875	216077.5625
109	76.9701139112741	76.9700820074239	76.9701759445289	1559.43	1558.36	1562.63	4	4	NA	35223.02734375	41872.2265625	51807.984375	64048.7734375
438	169.098233709605	169.098131944192	169.098286685024	1561.48	1560.41	1562.63	4	4	NA	19395.576171875	20922	24218.48046875	29034.6015625
35	62.997328850451	62.9973055357952	62.9973761630804	1561.515	1558.36	1568.68	4	4	88592.578125	91009.9609375	90455.890625	89165.4921875	NA
623	237.124253189156	237.124125064087	237.124381314224	1561.52	1560.41	1562.63	2	2	NA	16991.607421875	NA	NA	20129.1875
850	285.228784885919	285.228511728359	285.229058043479	1563.495	1562.46	1564.53	2	2	NA	4183.0947265625	NA	2024.01892089844	NA
1045	348.224400054449	348.22420398986	348.224596119038	1565.545	1564.51	1566.58	2	2	NA	2781.107421875	NA	2322.3486328125	NA
723	250.947507102412	250.94729446762	250.947789845722	1576.82	1570.68	1576.98	3	3	NA	2737.22216796875	NA	2435.13012695312	2950.341796875
1160	406.901764249946	406.901504858013	406.901928224952	1587.13	1587.07	1593.23	3	3	NA	7049.18701171875	15874.4990234375	31473.42578125	NA
1161	408.899486974555	408.899229193011	408.8997447561	1591.205	1587.13	1595.28	2	2	NA	NA	3729.22680664062	6735.50048828125	NA
559	201.135357760254	201.135298599179	201.135460634226	1595.28	1593.28	1599.53	5	5	35434.91796875	25473.001953125	21436.5625	17591.529296875	12384.4208984375
930	328.924577092757	328.923974201125	328.924795948968	1596.3	1589.18	1607.73	4	4	NA	3891.927734375	5781.22216796875	7264.74560546875	8329.677734375
40	62.997384727008	62.997254837781	62.9974285001169	1603.48	1601.42	1605.58	3	3	NA	89389.859375	86853.453125	83295.7421875	NA
1043	348.22501320885	348.224949506975	348.225192932984	1611.67	1605.65	1613.78	3	3	6578.79638671875	5332.08349609375	11777.9794921875	NA	NA
715	249.974872591285	249.97461925457	249.975125928	1617.965	1617.95	1617.98	2	2	5918.2041015625	NA	NA	NA	5102.34814453125
347	154.061972797421	154.061953568091	154.062046012169	1619.87	1613.85	1619.93	3	3	54052.203125	35257.30859375	27208.833984375	NA	NA
848	285.229299282555	285.22906660622	285.229408675632	1621.98	1617.95	1640.53	5	5	45868.3828125	27799.662109375	61990.296875	25983.529296875	12728.5078125
11	60.9930398218808	60.9929509037876	60.9932839749081	1622.975	1620	1638.48	4	4	32042.765625	25081.908203125	25708.462890625	NA	13192.0830078125
111	76.9702577707205	76.9701675660351	76.970481484665	1626.025	1617.88	1636.43	4	4	NA	25328.83984375	35165.51171875	41172.57421875	44460.69140625
171	94.9812476874313	94.981096422088	94.9813582507626	1628.09	1621.98	1636.43	5	5	62549.9140625	90812.625	115061.4375	140637.40625	146356.078125
439	169.098227508355	169.097962071559	169.098336568261	1628.09	1619.93	1640.53	5	5	34856.1875	36372.08203125	37110.3359375	37928.12109375	36345.08984375
1046	348.224678029922	348.224588037248	348.224768022596	1631.22	1630.14	1632.3	2	2	5163.2255859375	NA	NA	5862.00146484375	NA
