Name,(R)-Lactate,Fumarate,L-Valine,Isoleucine,Isoleucine,Lysine,Glutamate,Glycerone phosphate,Arginine,myo-Inositol,Mannitol,3-Phosho-D-glycerate,D-glucose 6-phosphate,Inosine,N-Acetylneuraminate,AMP
020-74126,178052632,18501553,21695938,12151740,38868625,15776648,85594984,8667146,7573022,10841507,14901647,9853522,2720661,3653538,86683663,8170089
020-74140,149124817,15064301,22016711,10040082,41857659,22087024,61413966,5745669,7873539,11294488,22842844,18127842,9240475,4763402,51764550,13187347
pbQC41,41052788,5331098,7554816,4417715,14853910,7069638,28255730,1127509,2359554,3713562,8391985,2896086,2311078,1770554,35307683,1055283
pbQC42,34589413,6310432,6591018,3652216,12211161,7107534,32809076,1525588,2271332,3636574,9381626,2457535,3315831,1506592,24075091,1171679
pbQC43,29947371,7143686,5636969,3122362,9978315,6206817,40035628,1769593,2355737,3474674,7963900,2927418,3523673,1256153,24641898,1432209
pbQC44,20660934,5963499,4140977,2584743,7281611,5507451,38751593,1318638,1869201,2453289,6207808,2652767,2527166,1100842,27567502,1098294
pbQC45,16039167,5162499,3143660,1955290,5682192,3349536,36768578,722127,1261482,2230972,5663615,1954468,2479943,1032757,15853174,814880
pbQC46,15152305,4105657,2699025,1691073,5026795,2983197,33978074,279235,977717,2072888,4683817,1657105,1656247,926174,9126906,580306
pbQC47,13063840,3582610,2520240,1543654,4753274,561272,30091804,231214,772814,2099316,4490758,1131320,1557854,928206,9431151,425458
pbQC48,12818109,3436816,2508706,1629137,4778117,376698,28131707,105065,627334,2649972,4541736,668477,1134490,912226,7828363,322264
pbQC49,13126060,3141997,2522379,1620504,4727918,1551864,28957897,115596,680161,2229628,4276774,888206,996294,958477,8887411,331531
pbQC50,29766373,6668037,4993080,2871990,9240308,4537534,51682007,1381531,2087320,2999174,7197303,2581459,2711310,1329063,26283550,1245857
pbQC51,27978969,5688654,4714048,2785138,8778166,4664831,50872105,1020968,1656002,2746929,6538364,2360043,2536745,1284491,23382703,994872
pbQC52,26078238,5047973,4315513,2698457,7995238,4043486,47830155,799290,1343621,2599217,6355485,2057876,2069329,1256312,25349136,749695
pbQC53,26042319,4699854,4251162,2656618,7928728,3705374,45894759,668237,1198571,2430717,5880141,1922000,1970845,1244319,19403385,712012
pbQC54,26863510,4528823,4137887,2260049,7568610,2711350,48368399,648828,1160695,2411939,5767083,1925954,1662014,1255133,20386009,678215
pbQC55,27611934,4536950,4275429,2557040,8089623,2687766,46295196,663758,1287729,2365545,5996128,1754209,1523226,1257439,26526869,674931
pbQC56,26111894,4783032,4307031,2513908,7989241,3018937,48516065,638827,1221011,2508003,5909730,1685010,1751369,1253733,20361839,654627
pbQC57,27091361,4580338,4209808,2753144,8002906,2869572,49226096,663523,1306329,2358914,5797947,1730844,1560553,1197466,23175195,655224
pbQC58,28190441,4556689,4399162,2799389,8384326,2901197,50214416,662690,1192563,2479051,5844742,1787719,1507951,1288916,22797057,697510
pbQC59,29056820,4429593,4318784,2471705,8123093,1342812,48576902,585985,874282,2414721,5814670,1868200,1399869,1289330,24363239,660336
pbQC60,28450969,4576770,4434992,2628924,7888507,1076023,52016285,616592,1206129,2596221,5797601,1620227,1353235,1320356,24619676,671188
pbQCEquil_2,164056876,18817443,26623954,15540298,57279968,29369624,89223387,6254824,8613385,14412155,21314729,9701744,7266112,3561918,57460487,4799357
pbQCEquil_3,168449722,15926062,26123325,15923516,54733160,32537249,72717416,5416924,8138233,12833342,16715365,9944855,5150649,3617499,119445826,4950733
pbQCEquil_4,124232839,12420050,21391428,11387378,43013679,21608304,62255228,4605135,6554756,10156495,15261061,10416124,2871298,3199595,79042022,3898838
