reading Peaks
calc score matrix
1355 1444
<type 'int'>
7.00528807591 0.000536113394014 114.227966879
7.00536961249 0.000284479236255 63.9012168635
7.0053660138 0.000492030489899 105.411463994
5.98450989588 0.000169512034315 39.8869167589
5.98445215869 0.000351939020406 76.3722562399
5.98483750985 0.000355872697441 77.1593769981
5.98462302105 0.000811571847917 168.298992604
4.0052652998 3.20365311764e-05 10.4125715351
4.00547943339 3.65059817946e-05 11.3066757923
4.00512426874 3.90875770998e-05 11.8226396887
4.00512893503 5.65946487823e-05 15.3240586915
2.97372710672 2.52192442386e-05 8.01757595445
2.97354742617 4.33372444057e-06 3.84029231429
2.02634122468 0.000456875470774 93.4014353794
2.02632449508 0.00044018155357 90.062635209
2.02627913702 3.4323465102e-05 8.89097215743
2.02577197981 6.41871668902e-05 14.8632053579
2.02600246196 0.000463969211293 94.8198447206
1.9892874152 2.51488255924e-05 7.01905253368
1.98989009979 3.00160956858e-05 7.99310923694
1.98933156906 3.03589677793e-05 8.06112512491
1.98967698933 0.00157773247549 317.536172087
1.99002580348 0.000232287425928 48.447510989
1.99003711643 0.000487943413812 99.5787198789
1.99004929859 0.000482385668473 98.4671829931
9.97840190663 0.00369413486825 748.805375556
11.9492793386 0.000136701798068 39.2896389521
11.9491999162 0.000214729676579 54.8951352321
11.9828533067 8.78692438103e-05 29.5567020688
11.9828438642 8.53925815528e-05 29.0613601748
11.9830000411 8.62451440194e-05 29.232028845
11.9825993126 0.000128272585658 37.6371164443
16.004301304 0.000372270219552 90.4583452143
19.9995239847 3.95853443835e-05 27.9165928614
19.9992023449 1.75245536967e-05 23.5041130842
19.9993533206 0.000121305014892 44.2603562991
19.9992446514 9.18104418784e-05 38.3613330271
19.9993047455 0.000602921446448 140.583594035
19.9995057203 6.56057664106e-05 33.1206590024
18.0215911254 3.51271536688e-05 25.0470218591
18.0209984997 0.000441791898275 106.379378155
17.9850435361 0.000771284174291 172.241878394
17.9847891172 0.000519761431127 121.937075343
17.9849452378 0.000242477137342 66.4803727062
16.9895399744 1.02022386825e-05 19.0299877109
16.0059193561 0.000111474560756 38.3008315074
16.0055965879 8.51651769625e-05 33.0386319804
16.0057600517 0.000185178806268 53.0415213054
16.0054142042 0.00027152382629 70.3101794622
16.0056671347 0.000540477363119 124.101139758
16.0058778452 0.000345714261329 85.148730111
14.0444077665 0.000815026516538 177.049711074
14.0444168102 0.000161508937627 46.3462043356
12.0952169566 1.31468245241e-05 14.7245818614
12.0554635554 2.51562383754e-06 12.5585883229
12.0554289073 4.01305953662e-05 20.0815479805
11.0571117233 2.41995080191e-05 15.8970133271
10.0972308764 1.33783867649e-05 12.7729082293
9.96852984978 0.000325756574735 75.1198447967
8.00029450229 0.00174607082909 357.21446032
8.00025060147 0.000522999773067 112.600205215
7.00489054036 0.000733997647079 153.804419956
7.0047780343 0.0427280526356 8552.61530516
7.00514685168 0.00749611139222 1506.22742529
7.00520109552 0.00255122887513 517.250976121
7.00524725022 0.00865361278193 1737.72780364
7.00543963895 0.00150793776081 308.592991801
7.00503160727 0.00243690417217 494.385866041
5.98477589128 0.000209352772981 47.8553304875
5.98466145892 0.000140817187442 34.1480989473
5.98460372173 0.00024730921297 55.4464463156
5.98498907289 0.000621939317575 130.372852588
5.98477458408 0.0332699990383 6659.98458224
5.98496601169 0.000525810885625 111.147143137
5.98484864058 0.00112306157817 230.597164274
4.00541686284 3.08485015556e-05 10.175117174
4.00563099642 3.49712824708e-05 10.9998874906
4.00527583178 3.73333592334e-05 11.4719476784
4.00528049807 5.29895799924e-05 14.6031964965
2.97387866976 2.44771805699e-05 7.86931478375
2.97369898921 4.31126423924e-06 3.83595183706
2.02649278772 0.00101351979986 204.73045276
2.02643070006 3.29633665e-05 8.61910400006
2.02592354285 5.95892232722e-05 13.9437681973
2.026154025 0.00104910246211 211.846646447
1.98943897824 2.44108395715e-05 6.87160689255
1.99004166282 2.89707460084e-05 7.7841908645
1.98987112958 4.40285154671e-05 10.795574223
1.9897115063 0.000196357991852 41.2613098768
1.98948313209 2.92900250108e-05 7.84748813426
1.98982855236 0.000544679900771 110.925808707
1.99018867947 0.00118022191491 238.034571662
9.97873494672 2.06953831103e-05 14.1178115688
9.97866827351 0.000763008626468 162.580393567
10.9740715776 6.24002791133e-06 12.2220771599
11.9831196736 8.05123929456e-05 28.0855982627
11.9832005086 7.82984743224e-05 27.6428953731
11.9831102311 7.84281681432e-05 27.6687438598
11.9830505742 8.22192074038e-05 28.4268920549
11.9830299349 8.80112964699e-05 29.5852892288
11.983266408 7.91467505411e-05 27.8126165162
11.9831024276 8.02162208178e-05 28.0263465912
11.9828656795 0.000113175945323 34.6180547441
16.0045676709 0.000607415701022 137.487707875
19.9996196875 0.000107717018909 41.5430234692
19.9995110183 8.38088854652e-05 36.7612881114
19.9995510412 0.000185397990535 57.0791491482
19.9994643541 6.16192550467e-05 32.3233153634
19.9993279772 0.000484852121239 116.969752225
19.9997720872 6.14157646514e-05 32.2829250174
18.0207321328 0.000817255637691 181.471859671
17.9847771692 0.00389655143022 797.295063213
17.9845227503 0.0011311477438 244.214071511
16.9894963861 7.67176469815e-05 32.3330257824
16.9896238355 0.000414598720587 99.909367953
16.0054936849 0.000155277385824 47.0609708496
16.0051478373 0.00021173790936 58.3527297093
16.0054007678 0.000346006628027 85.2067263732
16.0056114783 0.000254293492318 66.8643099419
14.0441413996 0.00534610272244 1083.26468589
12.0949505897 1.29695130399e-05 14.6888531977
11.0568209541 0.00152076871056 315.210563067
11.0568645954 0.00176317367956 363.691600508
11.0570287667 0.000778644766958 166.785982158
10.0969645095 1.31948177106e-05 12.7359280516
9.9682634829 0.000492641153525 108.496494188
8.98429107386 0.000415378509895 92.0599930528
7.99998423458 0.00114659843212 237.319670658
8.00014583141 0.000373042837493 82.6087133299
7.00462417347 0.000416267053006 90.2580347746
7.00519146468 0.000410912421401 89.1876757449
7.0048313523 0.000522374525231 111.479736398
7.0048804848 0.00110314481594 227.633843673
7.00498088334 0.00108184934031 223.374848945
7.00476524038 0.0015884486032 324.694485881
7.00506566394 0.0010621719092 219.439447505
